iter	Passed	Remaining
283	39448	307812
284	39587	307670
285	39737	307617
286	39853	307303
287	40006	307275
288	40147	307151
289	40301	307123
290	40459	307128
291	40604	307040
292	40737	306855
293	40867	306643
294	41010	306535
295	41152	306417
296	41279	306191
297	41398	305900
298	41521	305649
299	41666	305556
300	41807	305430
301	41949	305312
302	42089	305183
303	42229	305054
304	42350	304787
305	42478	304570
306	42616	304421
307	42752	304267
308	42898	304175
309	43026	303962
310	43163	303812
311	43309	303718
312	43454	303624
313	43601	303540
314	43749	303467
315	43894	303371
316	44022	303158
317	44165	303044
318	44305	302917
319	44443	302768
320	44583	302640
321	44716	302460
322	44863	302375
323	44984	302115
324	45098	301814
325	45241	301700
326	45392	301642
327	45524	301460
328	45663	301321
329	45810	301237
330	45935	301006
331	46074	300871
332	46223	300797
333	46357	300627
334	46503	300537
335	46643	300408
336	46787	300302
337	46897	299976
338	47026	299776
339	47164	299633
340	47317	299586
341	47465	299501
342	47593	299300
343	47723	299103
344	47879	299074
345	48012	298900
346	48151	298762
347	48291	298630
348	48414	298393
349	48564	298322
350	48713	298250
351	48860	298157
352	49003	298045
353	49151	297965
354	49289	297818
355	49436	297732
356	49576	297598
357	49722	297498
358	49872	297427
359	50000	297224
360	50144	297116
361	50269	296898
362	50404	296732
363	50555	296665
364	50700	296562
365	50838	296418
366	50958	296167
367	51112	296121
368	51244	295937
369	51396	295876
370	51531	295717
371	51682	295648
372	51831	295562
373	51978	295471
374	52105	295263
375	52233	295063
376	52366	294891
377	52499	294721
378	52605	294395
379	52752	294304
380	52888	294147
381	53018	293958
382	53145	293759
383	53297	293689
384	53415	293440
385	53537	293210
386	53695	293174
387	53847	293110
388	53987	292977
389	54119	292800
390	54271	292734
391	54407	292579
392	54562	292527
393	54688	292322
394	54824	292164
395	54958	292001
396	55085	291802
397	55232	291707
398	55374	291584
399	55511	291432
400	55656	291328
401	55778	291101
402	55926	291011
403	56066	290881
404	56214	290788
405	56351	290639
406	56500	290555
407	56630	290368
408	56771	290243
409	56905	290080
410	57038	289911
411	57157	289674
412	57305	289580
413	57450	289474
414	57592	289351
415	57751	289314
416	57878	289115
417	58014	288963
418	58161	288862
419	58307	288762
420	58449	288640
421	58586	288489
422	58734	288397
423	58870	288243
424	58996	288042
425	59110	287783
426	59261	287701
427	59408	287603
428	59549	287473
429	59682	287309
430	59803	287085
431	59942	286948
432	60089	286849
433	60229	286713
434	60375	286608
435	60520	286499
436	60659	286363
437	60788	286177
438	60933	286067
439	61077	285954
440	61225	285857
441	61358	285693
442	61498	285558
443	61632	285397
444	61766	285237
445	61897	285059
446	62039	284939
447	62182	284815
448	62321	284680
449	62463	284556
450	62612	284465
451	62743	284291
452	62878	284132
453	63031	284060
454	63188	284001
455	63332	283887
456	63474	283759
457	63605	283588
458	63736	283413
459	63870	283252
460	64015	283140
461	64159	283025
462	64301	282899
463	64449	282798
464	64591	282673
465	64719	282487
466	64854	282334
467	64988	282170
468	65135	282067
469	65264	281888
470	65394	281708
471	65522	281523
472	65659	281378
473	65801	281252
474	65941	281119
475	66064	280914
476	66214	280820
477	66355	280691
478	66486	280518
479	66616	280345
480	66763	280240
481	66909	280131
482	67045	279982
483	67179	279823
484	67330	279734
485	67489	279678
486	67636	279575
487	67778	279445
488	67925	279340
489	68073	279238
490	68189	279009
491	68331	278879
492	68479	278779
493	68618	278642
494	68761	278519
495	68895	278359
496	69041	278251
497	69182	278120
498	69322	277985
499	69458	277834
500	69602	277716
501	69760	277652
502	69900	277516
503	70024	277318
504	70171	277212
505	70311	277078
506	70456	276961
507	70595	276823
508	70737	276694
509	70870	276535
510	71008	276390
511	71133	276198
512	71277	276078
513	71411	275920
514	71540	275743
515	71686	275631
516	71834	275527
517	71955	275320
518	72102	275210
519	72233	275041
520	72383	274944
521	72523	274811
522	72675	274722
523	72819	274601
524	72975	274525
525	73138	274477
526	73265	274293
527	73406	274162
528	73527	273954
529	73659	273789
530	73800	273660
531	73950	273560
532	74100	273461
533	74227	273281
534	74370	273154
535	74505	272999
536	74645	272864
537	74785	272730
538	74925	272593
539	75071	272481
540	75188	272261
541	75345	272187
542	75479	272032
543	75629	271931
544	75765	271781
545	75911	271668
546	76046	271513
547	76199	271426
548	76336	271279
549	76472	271130
550	76619	271020
551	76764	270902
552	76917	270809
553	77052	270656
554	77170	270443
555	77307	270299
556	77453	270184
557	77587	270027
558	77734	269913
559	77886	269822
560	78022	269672
561	78159	269525
562	78303	269402
563	78434	269236
564	78570	269087
565	78716	268971
566	78852	268821
567	78988	268673
568	79117	268498
569	79254	268353
570	79390	268202
571	79530	268069
572	79673	267942
573	79803	267772
574	79936	267611
575	80081	267495
576	80213	267332
577	80350	267185
578	80507	267105
579	80650	266980
580	80795	266860
581	80937	266730
582	81080	266606
583	81193	266382
584	81334	266249
585	81479	266127
586	81620	265997
587	81738	265789
588	81881	265664
589	82010	265491
590	82130	265290
591	82276	265173
592	82436	265105
593	82587	265004
594	82729	264873
595	82871	264743
596	83003	264582
597	83124	264387
598	83265	264253
599	83407	264122
600	83535	263949
601	83675	263813
602	83814	263673
603	83957	263549
604	84097	263411
605	84242	263292
606	84395	263197
607	84532	263053
608	84664	262890
609	84801	262745
610	84942	262614
611	85093	262510
612	85219	262332
613	85345	262151
614	85495	262046
615	85647	261948
616	85788	261815
617	85945	261729
618	86113	261679
619	86266	261581
620	86398	261422
621	86534	261273
622	86675	261140
623	86803	260965
624	86943	260831
625	87088	260709
626	87227	260569
627	87357	260402
628	87513	260315
629	87710	260345
630	87856	260229
631	88007	260123
632	88194	260125
633	88361	260065
634	88517	259976
635	88721	260027
636	88893	259980
637	89041	259868
638	89191	259756
639	89324	259598
640	89485	259521
641	89611	259343
642	89752	259206
643	89900	259091
644	90034	258935
645	90168	258781
646	90305	258635
647	90424	258434
648	90558	258281
649	90706	258163
650	90842	258013
651	90983	257879
652	91130	257761
653	91271	257626
654	91409	257481
655	91544	257329
656	91686	257195
657	91795	256972
658	91930	256819
659	92086	256727
660	92212	256547
661	92346	256393
662	92482	256245
663	92624	256112
664	92769	255987
665	92911	255856
666	93060	255741
667	93200	255604
668	93340	255466
669	93489	255352
670	93642	255250
671	93800	255158
672	93929	254992
673	94061	254831
674	94246	254814
675	94391	254688
676	94540	254576
677	94679	254432
678	94821	254300
679	94958	254154
680	95092	253998
681	95228	253849
682	95355	253677
683	95498	253545
684	95626	253375
685	95779	253270
686	95931	253164
687	96073	253031
688	96213	252893
689	96365	252783
690	96494	252617
691	96626	252458
692	96751	252280
693	96892	252143
694	97047	252045
695	97185	251899
696	97334	251784
697	97468	251630
698	97601	251473
699	97740	251331
700	97872	251174
701	98005	251016
702	98137	250857
703	98286	250742
704	98421	250591
705	98556	250439
706	98703	250318
707	98852	250203
708	98999	250082
709	99142	249951
710	99284	249817
711	99403	249624
712	99563	249537
713	99709	249414
714	99833	249234
715	99971	249090
716	100114	248959
717	100250	248811
718	100391	248675
719	100527	248525
720	100662	248375
721	100801	248233
722	100944	248103
723	101075	247942
724	101225	247828
725	101362	247681
726	101476	247479
727	101625	247363
728	101748	247182
729	101879	247023
730	102022	246891
731	102158	246742
732	102299	246606
733	102420	246424
734	102569	246305
735	102715	246181
736	102850	246031
737	102998	245913
738	103138	245774
739	103275	245627
740	103409	245476
741	103554	245347
742	103694	245210
743	103841	245088
744	103976	244938
745	104126	244821
746	104276	244706
747	104409	244553
748	104555	244427
749	104689	244275
750	104833	244147
751	104974	244010
752	105113	243869
753	105254	243733
754	105394	243593
755	105536	243460
756	105668	243302
757	105821	243192
758	105967	243068
759	106115	242948
760	106254	242808
761	106387	242653
762	106535	242532
763	106677	242397
764	106805	242232
765	106959	242125
766	107096	241978
767	107228	241823
768	107388	241728
769	107529	241592
770	107665	241443
771	107792	241277
772	107930	241133
773	108070	240993
774	108201	240836
775	108336	240686
776	108479	240554
777	108625	240427
778	108768	240296
779	108915	240171
780	109054	240031
781	109195	239895
782	109357	239805
783	109486	239641
784	109631	239514
785	109785	239405
786	109919	239252
787	110064	239125
788	110191	238957
789	110339	238835
790	110473	238683
791	110584	238482
792	110739	238375
793	110888	238257
794	111026	238113
795	111164	237969
796	111307	237837
797	111446	237695
798	111578	237539
799	111700	237364
800	111844	237234
801	111954	237030
802	112089	236880
803	112220	236723
804	112357	236579
805	112506	236459
806	112646	236319
807	112784	236177
808	112935	236062
809	113076	235925
810	113225	235804
811	113356	235648
812	113497	235511
813	113634	235366
814	113768	235215
815	113906	235072
816	114066	234973
817	114204	234832
818	114349	234701
819	114484	234552
820	114611	234388
821	114766	234280
822	114912	234153
823	115046	234001
824	115179	233849
825	115323	233718
826	115461	233574
827	115598	233430
828	115728	233272
829	115869	233135
830	116006	232990
831	116149	232856
832	116281	232702
833	116431	232583
834	116569	232441
835	116704	232291
836	116854	232172
837	116996	232037
838	117123	231873
839	117249	231708
840	117394	231578
841	117535	231440
842	117665	231282
843	117797	231129
844	117943	231002
845	118066	230829
846	118207	230692
847	118337	230535
848	118473	230388
849	118604	230231
850	118745	230094
851	118879	229945
852	119018	229803
853	119142	229635
854	119280	229492
855	119408	229331
856	119556	229208
857	119698	229074
858	119828	228916
859	119973	228786
860	120113	228647
861	120269	228539
862	120411	228404
863	120543	228250
864	120677	228101
865	120820	227968
866	120960	227829
867	121098	227687
868	121245	227561
869	121381	227416
870	121528	227291
871	121661	227138
872	121776	226953
873	121924	226830
874	122080	226721
875	122205	226555
876	122347	226419
877	122493	226291
878	122636	226158
879	122780	226027
880	122917	225883
881	123069	225766
882	123204	225619
883	123355	225500
884	123486	225346
885	123622	225200
886	123751	225041
887	123881	224883
888	124030	224761
889	124151	224588
890	124288	224444
891	124426	224302
892	124564	224159
893	124688	223993
894	124818	223837
895	124953	223689
896	125109	223578
897	125243	223429
898	125379	223283
899	125519	223146
900	125657	223003
901	125802	222873
902	125944	222739
903	126076	222586
904	126220	222455
905	126355	222307
906	126498	222174
907	126631	222023
908	126756	221858
909	126914	221751
910	127063	221629
911	127193	221472
912	127337	221340
913	127508	221257
914	127662	221141
915	127802	221003
916	127943	220867
917	128089	220738
918	128226	220593
919	128366	220455
920	128495	220298
921	128639	220165
922	128756	219988
923	128896	219848
924	129033	219706
925	129175	219570
926	129315	219431
927	129442	219271
928	129582	219132
929	129712	218976
930	129855	218842
931	129992	218699
932	130117	218535
933	130254	218392
934	130382	218234
935	130502	218062
936	130637	217915
937	130775	217772
938	130917	217637
939	131055	217495
940	131197	217360
941	131347	217238
942	131505	217129
943	131629	216965
944	131794	216867
945	131962	216775
946	132107	216645
947	132239	216494
948	132372	216342
949	132508	216198
950	132639	216045
951	132765	215883
952	132911	215754
953	133052	215616
954	133176	215452
955	133314	215311
956	133496	215239
957	133641	215109
958	133764	214944
959	133894	214789
960	134031	214646
961	134143	214462
962	134289	214333
963	134428	214193
964	134563	214045
965	134707	213913
966	134853	213784
967	134992	213645
968	135130	213503
969	135272	213367
970	135413	213230
971	135546	213081
972	135688	212946
973	135828	212806
974	135971	212674
975	136098	212513
976	136252	212398
977	136385	212248
978	136518	212098
979	136655	211955
980	136797	211819
981	136941	211687
982	137086	211557
983	137219	211407
984	137369	211284
985	137514	211153
986	137646	211002
987	137789	210868
988	137921	210717
989	138063	210581
990	138187	210418
991	138333	210289
992	138475	210153
993	138623	210026
994	138769	209898
995	138910	209760
996	139050	209621
997	139178	209464
998	139319	209327
999	139455	209182
1000	139595	209044
1001	139735	208906
1002	139885	208782
1003	140032	208654
1004	140174	208517
1005	140319	208387
1006	140456	208244
1007	140589	208095
1008	140720	207943
1009	140854	207795
1010	140993	207654
1011	141120	207497
1012	141256	207352
1013	141398	207216
1014	141532	207069
1015	141667	206924
1016	141804	206780
1017	141963	206669
1018	142104	206532
1019	142242	206390
1020	142359	206218
1021	142506	206091
1022	142643	205947
1023	142781	205806
1024	142926	205674
1025	143060	205527
1026	143178	205357
1027	143315	205213
1028	143463	205087
1029	143599	204942
1030	143729	204790
1031	143872	204656
1032	144022	204531
1033	144160	204389
1034	144312	204268
1035	144445	204119
1036	144569	203958
1037	144695	203801
1038	144839	203667
1039	145000	203558
1040	145149	203432
1041	145281	203282
1042	145416	203137
1043	145559	203002
1044	145701	202866
1045	145843	202731
1046	145981	202589
1047	146128	202460
1048	146270	202324
1049	146425	202206
1050	146552	202049
1051	146692	201911
1052	146831	201771
1053	146959	201616
1054	147099	201477
1055	147246	201348
1056	147405	201235
1057	147553	201108
1058	147693	200969
1059	147846	200848
1060	147982	200704
1061	148123	200566
1062	148266	200431
1063	148394	200276
1064	148527	200128
1065	148660	199980
1066	148791	199830
1067	148932	199692
1068	149058	199534
1069	149188	199383
1070	149325	199240
1071	149468	199105
1072	149614	198974
1073	149763	198848
1074	149907	198715
1075	150156	198720
1076	150330	198625
1077	150471	198488
1078	150594	198326
1079	150727	198178
1080	150868	198041
1081	151027	197926
1082	151183	197808
1083	151329	197677
1084	151465	197533
1085	151614	197406
1086	151759	197272
1087	151882	197112
1088	152022	196973
1089	152162	196834
1090	152300	196691
1091	152436	196547
1092	152576	196408
1093	152720	196275
1094	152858	196133
1095	152995	195989
1096	153129	195843
1097	153265	195699
1098	153405	195561
1099	153547	195424
1100	153694	195293
1101	153829	195148
1102	153949	194984
1103	154087	194843
1104	154236	194714
1105	154375	194574
1106	154519	194440
1107	154647	194285
1108	154783	194142
1109	154917	193995
1110	155050	193848
1111	155173	193687
1112	155311	193545
1113	155447	193402
1114	155592	193269
1115	155750	193153
1116	155897	193022
1117	156021	192864
1118	156156	192718
1119	156308	192594
1120	156436	192440
1121	156573	192297
1122	156713	192158
1123	156844	192009
1124	156993	191880
1125	157133	191742
1126	157272	191602
1127	157415	191466
1128	157572	191347
1129	157721	191220
1130	157832	191046
1131	157978	190913
1132	158112	190767
1133	158241	190615
1134	158386	190482
1135	158519	190335
1136	158671	190210
1137	158814	190075
1138	158943	189922
1139	159077	189777
1140	159223	189645
1141	159368	189512
1142	159513	189379
1143	159660	189248
1144	159801	189109
1145	159939	188968
1146	160052	188797
1147	160188	188653
1148	160344	188533
1149	160494	188407
1150	160607	188236
1151	160756	188107
1152	160910	187984
1153	161049	187844
1154	161190	187706
1155	161315	187550
1156	161449	187404
1157	161593	187269
1158	161742	187141
1159	161877	186996
1160	162016	186856
1161	162154	186714
1162	162304	186587
1163	162441	186445
1164	162578	186302
1165	162713	186158
1166	162861	186027
1167	163007	185895
1168	163139	185747
1169	163276	185604
1170	163428	185479
1171	163565	185337
1172	163716	185210
1173	163853	185067
1174	163996	184932
1175	164138	184795
1176	164283	184661
1177	164439	184540
1178	164577	184399
1179	164715	184258
1180	164845	184108
1181	164987	183971
1182	165134	183839
1183	165273	183698
1184	165415	183562
1185	165558	183426
1186	165707	183297
1187	165837	183147
1188	165974	183004
1189	166101	182851
1190	166246	182717
1191	166373	182563
1192	166510	182421
1193	166651	182283
1194	166802	182156
1195	166930	182004
1196	167045	181838
1197	167193	181708
1198	167342	181578
1199	167480	181436
1200	167615	181293
1201	167746	181143
1202	167859	180975
1203	168002	180840
1204	168152	180711
1205	168285	180565
1206	168412	180411
1207	168538	180258
1208	168668	180108
1209	168800	179960
1210	168948	179830
1211	169104	179708
1212	169257	179583
1213	169398	179445
1214	169533	179301
1215	169670	179158
1216	169814	179024
1217	169953	178884
1218	170108	178760
1219	170255	178628
1220	170383	178476
1221	170500	178313
1222	170647	178182
1223	170788	178044
1224	170930	177907
1225	171072	177769
1226	171217	177636
1227	171359	177499
1228	171492	177352
1229	171623	177204
1230	171753	177055
1231	171887	176910
1232	172043	176787
1233	172178	176643
1234	172336	176522
1235	172485	176393
1236	172670	176299
1237	172809	176160
1238	172946	176017
1239	173094	175886
1240	173227	175739
1241	173373	175606
1242	173505	175459
1243	173624	175299
1244	173749	175145
1245	173907	175024
1246	174053	174891
1247	174198	174756
1248	174334	174613
1249	174480	174480
1250	174617	174338
1251	174749	174191
1252	174878	174041
1253	175020	173903
1254	175143	173748
1255	175283	173608
1256	175433	173479
1257	175571	173338
1258	175708	173196
1259	175842	173051
1260	175987	172916
1261	176112	172762
1262	176257	172629
1263	176393	172486
1264	176552	172365
1265	176684	172218
1266	176824	172079
1267	176937	171914
1268	177079	171776
1269	177215	171633
1270	177350	171490
1271	177501	171361
1272	177634	171215
1273	177783	171085
1274	177919	170942
1275	178055	170799
1276	178197	170662
1277	178329	170515
1278	178466	170373
1279	178619	170246
1280	178745	170094
1281	178889	169958
1282	179033	169823
1283	179169	169680
1284	179295	169528
1285	179427	169381
1286	179563	169238
1287	179716	169112
1288	179856	168972
1289	180002	168839
1290	180155	168712
1291	180289	168567
1292	180434	168433
1293	180575	168295
1294	180716	168157
1295	180847	168010
1296	180989	167872
1297	181133	167737
1298	181274	167598
1299	181408	167454
1300	181547	167313
1301	181685	167173
1302	181820	167029
1303	181962	166891
1304	182089	166741
1305	182237	166609
1306	182376	166469
1307	182511	166325
1308	182639	166175
1309	182791	166047
1310	182926	165903
1311	183065	165763
1312	183198	165618
1313	183344	165484
1314	183478	165340
1315	183621	165203
1316	183765	165067
1317	183897	164921
1318	184031	164777
1319	184183	164648
1320	184320	164506
1321	184468	164375
1322	184602	164230
1323	184740	164089
1324	184878	163948
1325	185025	163815
1326	185167	163678
1327	185312	163544
1328	185463	163414
1329	185611	163282
1330	185755	163146
1331	185885	162998
1332	186042	162874
1333	186183	162736
1334	186320	162594
1335	186453	162448
1336	186604	162319
1337	186747	162182
1338	186887	162043
1339	187043	161918
1340	187182	161778
1341	187323	161639
1342	187473	161508
1343	187624	161379
1344	187772	161246
1345	187905	161101
1346	188047	160964
1347	188193	160830
1348	188341	160697
1349	188497	160572
1350	188636	160431
1351	188778	160294
1352	188922	160157
1353	189062	160019
1354	189203	159880
1355	189330	159730
1356	189476	159595
1357	189620	159459
1358	189765	159324
1359	189910	159189
1360	190039	159040
1361	190191	158912
1362	190335	158775
1363	190467	158630
1364	190618	158499
1365	190754	158356
1366	190902	158224
1367	191042	158084
1368	191189	157950
1369	191324	157808
1370	191444	157651
1371	191590	157517
1372	191711	157362
1373	191844	157217
1374	191987	157080
1375	192137	156949
1376	192270	156804
1377	192405	156661
1378	192554	156529
1379	192697	156392
1380	192838	156253
1381	192976	156113
1382	193124	155980
1383	193260	155836
1384	193399	155696
1385	193539	155557
1386	193685	155422
1387	193827	155285
1388	193974	155152
1389	194111	155009
1390	194255	154873
1391	194391	154731
1392	194527	154588
1393	194669	154451
1394	194790	154296
1395	194887	154123
1396	195035	153990
1397	195183	153857
1398	195318	153713
1399	195457	153573
1400	195610	153444
1401	195723	153284
1402	195865	153146
1403	196022	153020
1404	196159	152878
1405	196303	152742
1406	196444	152603
1407	196589	152468
1408	196739	152337
1409	196874	152193
1410	197017	152056
1411	197181	151936
1412	197332	151805
1413	197486	151675
1414	197628	151538
1415	197746	151381
1416	197884	151241
1417	198012	151092
1418	198156	150956
1419	198290	150812
1420	198432	150674
1421	198587	150546
1422	198731	150410
1423	198876	150274
1424	199020	150138
1425	199165	150002
1426	199310	149867
1427	199458	149733
1428	199603	149597
1429	199737	149453
1430	199880	149316
1431	200015	149173
1432	200165	149041
1433	200292	148892
1434	200426	148748
1435	200556	148601
1436	200699	148464
1437	200852	148334
1438	200982	148187
1439	201124	148049
1440	201265	147911
1441	201405	147772
1442	201521	147614
1443	201651	147468
1444	201787	147325
1445	201897	147164
1446	202021	147013
1447	202178	146886
1448	202317	146746
1449	202466	146613
1450	202607	146474
1451	202756	146342
1452	202912	146214
1453	203046	146070
1454	203184	145929
1455	203335	145798
1456	203482	145663
1457	203607	145514
1458	203753	145378
1459	203882	145231
1460	204030	145097
1461	204170	144958
1462	204305	144815
1463	204434	144668
1464	204588	144538
1465	204718	144392
1466	204856	144251
1467	204996	144112
1468	205135	143971
1469	205259	143821
1470	205393	143677
1471	205536	143540
1472	205679	143403
1473	205811	143258
1474	205953	143119
1475	206092	142979
1476	206241	142846
1477	206366	142697
1478	206507	142558
1479	206660	142428
1480	206778	142273
1481	206916	142133
1482	207019	141967
1483	207158	141828
1484	207296	141687
1485	207439	141549
1486	207575	141408
1487	207725	141275
1488	207858	141131
1489	207996	140990
1490	208131	140848
1491	208258	140700
1492	208405	140565
1493	208546	140426
1494	208694	140293
1495	208828	140149
1496	208970	140011
1497	209116	139876
1498	209244	139729
1499	209372	139581
1500	209508	139439
1501	209651	139302
1502	209794	139164
1503	209942	139030
1504	210077	138888
1505	210223	138753
1506	210373	138620
1507	210508	138477
1508	210642	138334
1509	210772	138188
1510	210922	138055
1511	211062	137916
1512	211171	137756
1513	211315	137619
1514	211449	137477
1515	211592	137339
1516	211732	137200
1517	211872	137061
1518	212029	136932
1519	212171	136794
1520	212311	136655
1521	212469	136527
1522	212590	136376
1523	212743	136245
1524	212891	136111
1525	213027	135968
1526	213170	135831
1527	213316	135696
1528	213448	135551
1529	213587	135411
1530	213723	135269
1531	213870	135134
1532	214001	134990
1533	214142	134851
1534	214299	134722
1535	214429	134576
1536	214580	134444
1537	214723	134306
1538	214871	134172
1539	215010	134032
1540	215161	133900
1541	215306	133763
1542	215458	133632
1543	215621	133506
1544	215776	133376
1545	215911	133234
1546	216039	133086
1547	216183	132950
1548	216322	132810
1549	216470	132675
1550	216608	132534
1551	216739	132389
1552	216878	132249
1553	217019	132110
1554	217167	131976
1555	217306	131836
1556	217453	131701
1557	217595	131562
1558	217719	131413
1559	217862	131276
1560	217998	131134
1561	218136	130993
1562	218285	130859
1563	218432	130724
1564	218585	130592
1565	218720	130450
1566	218857	130308
1567	218987	130163
1568	219126	130023
1569	219272	129887
1570	219404	129743
1571	219551	129607
1572	219697	129471
1573	219842	129335
1574	219982	129195
1575	220103	129045
1576	220238	128903
1577	220382	128765
1578	220527	128629
1579	220688	128502
1580	220814	128354
1581	220940	128207
1582	221064	128058
1583	221207	127920
1584	221344	127779
1585	221491	127643
1586	221629	127503
1587	221758	127357
1588	221898	127217
1589	222030	127073
1590	222174	126937
1591	222316	126798
1592	222425	126641
1593	222559	126498
1594	222694	126356
1595	222826	126212
1596	222970	126075
1597	223109	125935
1598	223252	125797
1599	223404	125664
1600	223556	125532
1601	223695	125392
1602	223832	125251
1603	223961	125105
1604	224092	124961
1605	224229	124820
1606	224380	124686
1607	224522	124548
1608	224669	124412
1609	224800	124268
1610	224941	124129
1611	225075	123987
1612	225215	123847
1613	225350	123705
1614	225477	123559
1615	225610	123415
1616	225752	123277
1617	225902	123143
1618	226036	123000
1619	226172	122859
1620	226299	122712
1621	226463	122586
1622	226601	122446
1623	226749	122310
1624	226885	122169
1625	227016	122024
1626	227174	121894
1627	227287	121741
1628	227443	121610
1629	227557	121457
1630	227700	121319
1631	227837	121178
1632	227989	121045
1633	228131	120906
1634	228274	120769
1635	228426	120635
1636	228556	120491
1637	228702	120354
1638	228846	120217
1639	228974	120071
1640	229121	119936
1641	229257	119794
1642	229370	119641
1643	229498	119495
1644	229616	119344
1645	229754	119204
1646	229902	119069
1647	230053	118935
1648	230204	118801
1649	230345	118662
1650	230492	118526
1651	230627	118384
1652	230784	118254
1653	230914	118109
1654	231059	117972
1655	231204	117836
1656	231328	117688
1657	231467	117548
1658	231608	117409
1659	231749	117270
1660	231896	117135
1661	232041	116997
1662	232185	116860
1663	232313	116715
