iter	Passed	Remaining
1664	232455	116576
1665	232610	116444
1666	232765	116312
1667	232918	116179
1668	233082	116052
1669	233213	115908
1670	233371	115778
1671	233515	115640
1672	233659	115503
1673	233778	115353
1674	233924	115216
1675	234070	115080
1676	234220	114945
1677	234362	114806
1678	234508	114670
1679	234648	114530
1680	234789	114392
1681	234936	114255
1682	235076	114116
1683	235224	113980
1684	235365	113841
1685	235502	113700
1686	235644	113561
1687	235773	113417
1688	235907	113274
1689	236044	113133
1690	236180	112992
1691	236319	112852
1692	236458	112712
1693	236598	112573
1694	236734	112431
1695	236872	112291
1696	237009	112150
1697	237143	112007
1698	237281	111867
1699	237422	111728
1700	237565	111589
1701	237719	111457
1702	237863	111319
1703	238002	111179
1704	238144	111041
1705	238289	110903
1706	238438	110768
1707	238582	110630
1708	238716	110488
1709	238848	110345
1710	238985	110204
1711	239131	110067
1712	239272	109928
1713	239410	109788
1714	239547	109647
1715	239678	109503
1716	239835	109371
1717	239974	109231
1718	240131	109099
1719	240269	108959
1720	240407	108819
1721	240547	108679
1722	240702	108546
1723	240847	108409
1724	240985	108268
1725	241126	108129
1726	241267	107990
1727	241404	107849
1728	241553	107714
1729	241698	107576
1730	241828	107432
1731	241970	107293
1732	242099	107149
1733	242241	107010
1734	242379	106870
1735	242522	106732
1736	242661	106592
1737	242807	106455
1738	242942	106313
1739	243104	106183
1740	243239	106041
1741	243385	105904
1742	243511	105759
1743	243649	105618
1744	243795	105481
1745	243932	105340
1746	244078	105203
1747	244219	105064
1748	244340	104916
1749	244488	104780
1750	244636	104644
1751	244782	104507
1752	244912	104363
1753	245040	104219
1754	245174	104076
1755	245319	103939
1756	245468	103803
1757	245604	103662
1758	245758	103528
1759	245894	103387
1760	246028	103245
1761	246162	103103
1762	246308	102966
1763	246448	102826
1764	246593	102689
1765	246751	102556
1766	246877	102411
1767	247011	102269
1768	247165	102135
1769	247297	101992
1770	247451	101859
1771	247590	101719
1772	247732	101580
1773	247883	101444
1774	248043	101313
1775	248202	101181
1776	248345	101043
1777	248487	100904
1778	248631	100766
1779	248775	100628
1780	248903	100483
1781	249042	100343
1782	249179	100202
1783	249321	100063
1784	249468	99927
1785	249613	99789
1786	249749	99648
1787	249887	99507
1788	250016	99363
1789	250145	99219
1790	250280	99078
1791	250421	98938
1792	250574	98804
1793	250709	98662
1794	250852	98524
1795	250998	98386
1796	251142	98249
1797	251286	98110
1798	251423	97969
1799	251572	97833
1800	251691	97685
1801	251841	97550
1802	251988	97413
1803	252122	97271
1804	252267	97133
1805	252401	96991
1806	252557	96858
1807	252701	96720
1808	252830	96575
1809	252960	96432
1810	253089	96288
1811	253222	96146
1812	253347	96001
1813	253488	95861
1814	253641	95726
1815	253795	95592
1816	253938	95453
1817	254082	95316
1818	254225	95177
1819	254349	95031
1820	254478	94888
1821	254622	94749
1822	254765	94611
1823	254913	94474
1824	255056	94336
1825	255201	94198
1826	255352	94062
1827	255501	93926
1828	255661	93793
1829	255811	93657
1830	255958	93520
1831	256098	93380
1832	256235	93240
1833	256339	93087
1834	256478	92947
1835	256594	92799
1836	256729	92657
1837	256862	92515
1838	257004	92376
1839	257147	92237
1840	257352	92121
1841	257480	91977
1842	257628	91840
1843	257765	91699
1844	257909	91561
1845	258046	91420
1846	258183	91279
1847	258327	91141
1848	258470	91002
1849	258606	90861
1850	258744	90721
1851	258883	90581
1852	259012	90437
1853	259146	90295
1854	259288	90156
1855	259426	90016
1856	259558	89874
1857	259679	89727
1858	259814	89586
1859	259961	89448
1860	260103	89310
1861	260243	89170
1862	260386	89031
1863	260540	88896
1864	260683	88758
1865	260833	88621
1866	260955	88476
1867	261094	88335
1868	261220	88191
1869	261368	88054
1870	261516	87917
1871	261656	87777
1872	261797	87638
1873	261938	87499
1874	262080	87360
1875	262221	87220
1876	262379	87087
1877	262513	86945
1878	262661	86808
1879	262792	86665
1880	262928	86524
1881	263063	86383
1882	263206	86244
1883	263351	86106
1884	263496	85968
1885	263647	85832
1886	263780	85690
1887	263927	85552
1888	264060	85410
1889	264183	85265
1890	264323	85125
1891	264450	84982
1892	264584	84840
1893	264726	84701
1894	264858	84559
1895	264980	84413
1896	265124	84275
1897	265233	84125
1898	265396	83993
1899	265516	83847
1900	265668	83711
1901	265811	83572
1902	265950	83432
1903	266094	83294
1904	266238	83155
1905	266389	83019
1906	266535	82881
1907	266686	82745
1908	266834	82608
1909	266971	82467
1910	267105	82325
1911	267255	82189
1912	267388	82047
1913	267528	81907
1914	267677	81770
1915	267820	81632
1916	267957	81491
1917	268093	81350
1918	268217	81205
1919	268354	81065
1920	268491	80924
1921	268629	80784
1922	268767	80644
1923	268897	80501
1924	269045	80364
1925	269176	80221
1926	269293	80075
1927	269441	79937
1928	269587	79800
1929	269728	79660
1930	269866	79520
1931	270008	79381
1932	270156	79244
1933	270286	79101
1934	270427	78962
1935	270557	78819
1936	270698	78679
1937	270826	78536
1938	270961	78395
1939	271080	78249
1940	271230	78113
1941	271371	77974
1942	271508	77833
1943	271650	77694
1944	271797	77556
1945	271948	77420
1946	272078	77277
1947	272222	77138
1948	272377	77003
1949	272516	76863
1950	272647	76721
1951	272781	76580
1952	272921	76440
1953	273064	76301
1954	273199	76160
1955	273333	76019
1956	273476	75880
1957	273610	75739
1958	273744	75597
1959	273895	75460
1960	274040	75322
1961	274191	75186
1962	274334	75047
1963	274479	74908
1964	274618	74768
1965	274764	74630
1966	274870	74482
1967	275021	74345
1968	275161	74205
1969	275310	74068
1970	275441	73926
1971	275572	73784
1972	275710	73644
1973	275849	73504
1974	275991	73364
1975	276122	73222
1976	276265	73083
1977	276389	72940
1978	276522	72798
1979	276661	72658
1980	276815	72522
1981	276949	72381
1982	277080	72239
1983	277225	72100
1984	277351	71957
1985	277479	71814
1986	277635	71679
1987	277774	71539
1988	277911	71399
1989	278064	71262
1990	278210	71124
1991	278342	70983
1992	278496	70846
1993	278644	70709
1994	278789	70570
1995	278921	70429
1996	279051	70286
1997	279200	70149
1998	279352	70012
1999	279474	69868
2000	279624	69731
2001	279758	69590
2002	279891	69448
2003	280028	69308
2004	280170	69169
2005	280301	69027
2006	280449	68889
2007	280581	68747
2008	280734	68611
2009	280868	68470
2010	281022	68334
2011	281164	68194
2012	281309	68056
2013	281457	67918
2014	281601	67779
2015	281745	67641
2016	281898	67504
2017	282039	67365
2018	282176	67224
2019	282308	67083
2020	282441	66941
2021	282573	66800
2022	282708	66659
2023	282849	66519
2024	282998	66382
2025	283125	66239
2026	283265	66100
2027	283411	65961
2028	283556	65823
2029	283670	65677
2030	283809	65537
2031	283939	65395
2032	284077	65255
2033	284210	65114
2034	284361	64977
2035	284493	64835
2036	284613	64691
2037	284750	64550
2038	284893	64411
2039	285047	64275
2040	285200	64138
2041	285332	63997
2042	285466	63856
2043	285582	63711
2044	285729	63573
2045	285853	63429
2046	285999	63291
2047	286139	63151
2048	286283	63013
2049	286429	62874
2050	286553	62731
2051	286697	62592
2052	286850	62456
2053	286998	62318
2054	287141	62179
2055	287274	62037
2056	287378	61890
2057	287522	61751
2058	287653	61610
2059	287777	61467
2060	287923	61328
2061	288067	61189
2062	288191	61046
2063	288324	60905
2064	288463	60765
2065	288604	60626
2066	288756	60489
2067	288904	60351
2068	289048	60212
2069	289193	60073
2070	289339	59935
2071	289478	59795
2072	289633	59659
2073	289779	59520
2074	289910	59379
2075	290043	59238
2076	290198	59101
2077	290345	58963
2078	290473	58821
2079	290618	58682
2080	290749	58541
2081	290885	58400
2082	291023	58260
2083	291158	58119
2084	291289	57978
2085	291425	57838
2086	291573	57700
2087	291714	57560
2088	291835	57417
2089	291971	57276
2090	292121	57139
2091	292258	56998
2092	292393	56858
2093	292533	56718
2094	292686	56581
2095	292840	56444
2096	292976	56304
2097	293124	56165
2098	293260	56025
2099	293395	55884
2100	293528	55743
2101	293671	55604
2102	293808	55464
2103	293952	55325
2104	294107	55188
2105	294244	55048
2106	294373	54906
2107	294523	54769
2108	294666	54629
2109	294797	54488
2110	294941	54349
2111	295069	54207
2112	295196	54065
2113	295336	53926
2114	295481	53787
2115	295627	53648
2116	295777	53511
2117	295925	53372
2118	296076	53235
2119	296221	53096
2120	296360	52956
2121	296483	52813
2122	296624	52674
2123	296764	52534
2124	296906	52395
2125	297051	52256
2126	297219	52121
2127	297367	51983
2128	297494	51841
2129	297631	51701
2130	297772	51561
2131	297913	51422
2132	298054	51282
2133	298196	51143
2134	298331	51002
2135	298466	50862
2136	298592	50720
2137	298727	50579
2138	298878	50441
2139	299010	50300
2140	299143	50160
2141	299279	50019
2142	299420	49880
2143	299562	49740
2144	299681	49597
2145	299819	49457
2146	299949	49316
2147	300088	49176
2148	300233	49037
2149	300390	48900
2150	300532	48761
2151	300671	48621
2152	300813	48482
2153	300960	48343
2154	301100	48204
2155	301203	48058
2156	301354	47920
2157	301488	47779
2158	301621	47639
2159	301770	47500
2160	301912	47361
2161	302059	47222
2162	302201	47083
2163	302340	46943
2164	302492	46806
2165	302639	46667
2166	302792	46529
2167	302942	46391
2168	303079	46251
2169	303218	46111
2170	303352	45970
2171	303495	45831
2172	303643	45693
2173	303780	45553
2174	303914	45412
2175	304052	45272
2176	304195	45133
2177	304328	44992
2178	304457	44851
2179	304602	44712
2180	304750	44573
2181	304895	44434
2182	305034	44295
2183	305178	44155
2184	305321	44016
2185	305462	43876
2186	305615	43739
2187	305750	43598
2188	305886	43458
2189	306034	43319
2190	306173	43180
2191	306313	43040
2192	306455	42900
2193	306604	42762
2194	306749	42623
2195	306888	42483
2196	307041	42345
2197	307189	42207
2198	307336	42068
2199	307471	41927
2200	307621	41789
2201	307759	41649
2202	307887	41508
2203	308039	41370
2204	308187	41231
2205	308317	41090
2206	308466	40951
2207	308592	40810
2208	308736	40670
2209	308877	40531
2210	309014	40391
2211	309158	40252
2212	309315	40114
2213	309451	39974
2214	309586	39833
2215	309738	39695
2216	309884	39556
2217	310015	39415
2218	310159	39276
2219	310310	39138
2220	310438	38997
2221	310580	38857
2222	310729	38718
2223	310855	38577
2224	310967	38434
2225	311106	38294
2226	311244	38154
2227	311393	38015
2228	311522	37874
2229	311666	37735
2230	311800	37594
2231	311944	37455
2232	312082	37315
2233	312227	37176
2234	312356	37035
2235	312513	36897
2236	312658	36758
2237	312805	36619
2238	312953	36480
2239	313083	36340
2240	313219	36199
2241	313365	36060
2242	313517	35922
2243	313641	35780
2244	313772	35640
2245	313926	35501
2246	314065	35362
2247	314210	35222
2248	314371	35085
2249	314518	34946
2250	314648	34805
2251	314786	34665
2252	314924	34525
2253	315060	34385
2254	315188	34244
2255	315330	34104
2256	315481	33966
2257	315616	33825
2258	315744	33685
2259	315889	33545
2260	316028	33405
2261	316172	33266
2262	316315	33127
2263	316465	32988
2264	316611	32849
2265	316761	32710
2266	316904	32571
2267	317032	32430
2268	317167	32289
2269	317314	32150
2270	317451	32010
2271	317605	31872
2272	317729	31730
2273	317872	31591
2274	318030	31453
2275	318179	31314
2276	318290	31172
2277	318458	31035
2278	318602	30895
2279	318738	30755
2280	318858	30613
2281	319001	30474
2282	319132	30333
2283	319265	30193
2284	319410	30053
2285	319554	29914
2286	319697	29775
2287	319832	29634
2288	319979	29495
2289	320105	29354
2290	320227	29213
2291	320357	29072
2292	320501	28933
2293	320647	28793
2294	320779	28653
2295	320903	28512
2296	321048	28373
2297	321175	28232
2298	321315	28092
2299	321459	27952
2300	321604	27813
2301	321751	27674
2302	321899	27535
2303	322037	27395
2304	322174	27255
2305	322305	27115
2306	322424	26973
2307	322561	26833
2308	322706	26694
2309	322852	26555
2310	323007	26416
2311	323148	26276
2312	323279	26136
2313	323419	25996
2314	323563	25857
2315	323719	25718
2316	323869	25579
2317	324004	25439
2318	324139	25299
2319	324293	25160
2320	324437	25021
2321	324562	24880
2322	324705	24740
2323	324843	24600
2324	324980	24460
2325	325120	24321
2326	325250	24180
2327	325401	24041
2328	325533	23901
2329	325675	23761
2330	325797	23620
2331	325938	23480
2332	326070	23340
2333	326218	23201
2334	326377	23063
2335	326522	22923
2336	326673	22784
2337	326811	22644
2338	326969	22506
2339	327081	22364
2340	327238	22225
2341	327382	22086
2342	327501	21945
2343	327629	21804
2344	327773	21665
2345	327925	21526
2346	328047	21385
2347	328188	21245
2348	328321	21105
2349	328435	20963
2350	328572	20824
2351	328690	20682
2352	328831	20543
2353	328950	20402
2354	329102	20263
2355	329247	20123
2356	329379	19983
2357	329540	19845
2358	329688	19705
2359	329830	19566
2360	329962	19426
2361	330116	19287
2362	330261	19147
2363	330400	19007
2364	330551	18868
2365	330676	18728
2366	330813	18588
2367	330963	18448
2368	331096	18308
2369	331239	18169
2370	331387	18029
2371	331525	17890
2372	331661	17750
2373	331789	17609
2374	331934	17470
2375	332076	17330
2376	332228	17191
2377	332374	17052
2378	332522	16912
2379	332683	16773
2380	332831	16634
2381	332976	16495
2382	333104	16354
2383	333242	16214
2384	333386	16075
2385	333529	15935
2386	333667	15795
2387	333803	15655
2388	333944	15516
2389	334078	15376
2390	334216	15236
2391	334349	15096
2392	334483	14956
2393	334618	14816
2394	334750	14675
2395	334877	14535
2396	335016	14395
2397	335138	14255
2398	335286	14115
2399	335437	13976
2400	335571	13836
2401	335743	13698
2402	335881	13558
2403	336033	13418
2404	336154	13278
2405	336290	13138
2406	336423	12998
2407	336557	12858
2408	336695	12718
2409	336835	12578
2410	336979	12439
2411	337143	12300
2412	337274	12160
2413	337413	12020
2414	337561	11881
2415	337708	11741
2416	337851	11601
2417	337991	11462
2418	338136	11322
2419	338259	11182
2420	338396	11042
2421	338529	10902
2422	338663	10762
2423	338811	10622
2424	338946	10482
2425	339086	10343
2426	339219	10203
2427	339356	10063
2428	339502	9923
2429	339650	9784
2430	339798	9644
2431	339950	9505
2432	340072	9364
2433	340185	9224
2434	340283	9083
2435	340402	8943
2436	340526	8803
2437	340635	8662
2438	340764	8522
2439	340894	8382
2440	341067	8243
2441	341231	8104
2442	341404	7965
2443	341582	7826
2444	341749	7687
2445	341908	7548
2446	342070	7408
2447	342239	7269
2448	342424	7130
2449	342630	6992
2450	342803	6853
2451	342978	6714
2452	343141	6574
2453	343303	6435
2454	343465	6295
2455	343630	6156
2456	343797	6016
2457	343977	5877
2458	344139	5737
2459	344315	5598
2460	344478	5459
2461	344644	5319
2462	344821	5180
2463	344978	5040
2464	345078	4899
2465	345168	4759
2466	345263	4618
2467	345363	4477
2468	345492	4337
2469	345604	4197
2470	345717	4057
2471	345793	3916
2472	345872	3776
2473	345944	3635
2474	346024	3495
2475	346089	3354
2476	346161	3214
2477	346220	3073
2478	346298	2933
2479	346401	2793
2480	346488	2653
2481	346606	2513
2482	346751	2374
2483	346857	2234
2484	347045	2094
2485	347166	1955
2486	347373	1815
2487	347526	1676
2488	347689	1536
2489	347868	1397
2490	348069	1257
2491	348262	1118
2492	348357	978
2493	348551	838
2494	348744	698
2495	348933	559
2496	349277	419
2497	349450	279
2498	349619	139
2499	349836	0
