iter	Logloss
945	0.1481918593
950	0.147871384
955	0.1475682159
960	0.1472294855
965	0.1468879595
970	0.14661263
975	0.1462800833
980	0.1459768679
985	0.1456527439
990	0.1453478107
995	0.1450506605
1000	0.1447293678
1005	0.1445219881
1010	0.1442547496
1015	0.1439456584
1020	0.1436968171
1025	0.1434907049
1030	0.1431028839
1035	0.1428426109
1040	0.1425541677
1045	0.1422921534
1050	0.1419797808
1055	0.141743295
1060	0.1415050915
1065	0.1412154874
1070	0.1410136754
1075	0.1406751583
1080	0.1404345974
1085	0.1402471786
1090	0.1399850814
1095	0.1397657252
1100	0.1393653353
1105	0.1390830403
1110	0.1388113831
1115	0.1385809863
1120	0.138245407
1125	0.1380606181
1130	0.1378618269
1135	0.1376286225
1140	0.1373019279
1145	0.1371011229
1150	0.1368506349
1155	0.1365559132
1160	0.136213783
1165	0.1359520292
1170	0.1357369377
1175	0.1354943274
1180	0.1351512969
1185	0.1349744094
1190	0.1347079053
1195	0.1344158964
1200	0.1341522828
1205	0.133800332
1210	0.1335643793
1215	0.1332365712
1220	0.1330315608
1225	0.132785906
1230	0.1325854445
1235	0.1323540882
1240	0.1320023151
1245	0.1317627138
1250	0.131482172
1255	0.1311774639
1260	0.1309862662
1265	0.1307639366
1270	0.1305068503
1275	0.1302112875
1280	0.1299406017
1285	0.129655049
1290	0.1294134812
1295	0.1291284022
1300	0.1288606899
1305	0.1285482344
1310	0.1282730115
1315	0.1280722539
1320	0.1278474248
1325	0.1275835624
1330	0.1273860506
1335	0.1271637092
1340	0.126951828
1345	0.1266791166
1350	0.1264965429
1355	0.1263176296
1360	0.1261151425
1365	0.1259036048
1370	0.1257010584
1375	0.125522773
1380	0.1253565944
1385	0.1250643012
1390	0.1247431624
1395	0.1245217213
1400	0.1243342315
1405	0.1240821205
1410	0.1238756767
1415	0.1236613671
1420	0.1234359812
1425	0.1231726045
1430	0.1229647865
1435	0.1227135641
1440	0.1224095905
1445	0.1221817643
1450	0.1219708308
1455	0.1216654001
1460	0.1214480104
1465	0.1210809202
1470	0.1208373622
1475	0.1206144048
1480	0.120424984
1485	0.1202397449
1490	0.1199247188
1495	0.1196933032
1500	0.1194301516
1505	0.1191372779
1510	0.1189364966
1515	0.1187800911
1520	0.1185662316
1525	0.1183665164
1530	0.1182064624
1535	0.1179689341
1540	0.1177169417
1545	0.1174883099
1550	0.1173354702
1555	0.1171738524
1560	0.1170130639
1565	0.1168325633
1570	0.116668446
1575	0.1164440196
1580	0.1161958179
1585	0.1159867917
1590	0.1157757752
1595	0.1155594162
1600	0.1153960096
1605	0.1151617509
1610	0.1149485429
1615	0.1148178675
1620	0.1145742266
1625	0.1144255922
1630	0.1142012962
1635	0.1140297395
1640	0.113928715
1645	0.1137872358
1650	0.1135974715
1655	0.1134247064
1660	0.1131889551
1665	0.1129753799
1670	0.11278866
1675	0.112602876
1680	0.1123158543
1685	0.1121906636
1690	0.1119927135
1695	0.1117536453
1700	0.1114705802
1705	0.1112237883
1710	0.1110909212
1715	0.110866791
1720	0.1107335568
1725	0.1105335218
1730	0.1103517181
1735	0.1101888801
1740	0.110056712
1745	0.1099400388
1750	0.1097065738
1755	0.1094850735
1760	0.1092562166
1765	0.1090655401
1770	0.1089030576
1775	0.1087591499
1780	0.1085774883
1785	0.1084377505
1790	0.1082638127
1795	0.1080936657
1800	0.1079155343
1805	0.1077414188
1810	0.1075433502
1815	0.1074185742
1820	0.1072008646
1825	0.1070032818
1830	0.1068435594
1835	0.1066767648
1840	0.1065119131
1845	0.106311807
1850	0.1061390182
1855	0.1059510071
1860	0.1057677582
1865	0.1055883119
1870	0.1054250357
1875	0.1052555639
1880	0.105044808
1885	0.104792626
1890	0.1046669615
1895	0.1044422508
1900	0.104290809
1905	0.1041176293
1910	0.1039286705
1915	0.1037223807
1920	0.1034885958
1925	0.1033352349
1930	0.1031353539
1935	0.1029165189
1940	0.1026715157
1945	0.1025667479
1950	0.1023846954
1955	0.102219583
1960	0.1020563068
1965	0.1019276333
1970	0.101770221
1975	0.1015603418
1980	0.1014224638
1985	0.1012865997
1990	0.1011718692
1995	0.1010386231
2000	0.100873179
2005	0.1006987199
2010	0.1005347329
2015	0.1003613993
2020	0.1002438138
2025	0.1000410897
2030	0.09985656142
2035	0.0996912121
2040	0.09951241733
2045	0.09937019773
2050	0.0992711753
2055	0.09916582701
2060	0.0989705601
2065	0.09880182868
2070	0.09865388144
2075	0.09851973502
2080	0.09839717419
2085	0.09826226369
2090	0.09810273085
2095	0.0979683949
2100	0.09777191375
2105	0.0975949433
2110	0.09743734732
2115	0.09734305746
2120	0.0971706241
2125	0.09703227821
2130	0.09688599535
2135	0.09677341495
2140	0.09661615066
2145	0.09637516332
2150	0.09622524368
2155	0.0960568025
2160	0.09587883697
2165	0.09574540133
2170	0.09560199118
2175	0.09545024722
2180	0.09523401845
2185	0.09509479001
2190	0.09493669057
2195	0.09482236285
2200	0.09474576529
2205	0.0945831169
2210	0.09447488406
2215	0.09436094134
2220	0.09421966943
2225	0.09404417383
2230	0.09393385013
2235	0.09382003772
2240	0.09366049896
2245	0.09353007225
2250	0.09337918715
2255	0.093273442
2260	0.09310821707
2265	0.09293900588
2270	0.09272326873
2275	0.09255658079
2280	0.09240976485
2285	0.09224186268
2290	0.09207636528
2295	0.09186502307
2300	0.09170321576
2305	0.09156876134
2310	0.0914148673
2315	0.09129415448
2320	0.09119895838
2325	0.09104823912
2330	0.0908811721
2335	0.09076362813
2340	0.09061487535
2345	0.09046803572
2350	0.09029651452
2355	0.09013155613
2360	0.08992256539
2365	0.08980674505
2370	0.08966443067
2375	0.089507273
2380	0.08935519735
2385	0.08919513736
2390	0.08905404314
2395	0.08892072004
2400	0.08874764107
2405	0.08854853006
2410	0.08840222351
2415	0.08828056299
2420	0.08812942912
2425	0.08801421886
2430	0.08790727132
2435	0.08774103354
2440	0.08757441075
2445	0.0874782788
2450	0.08731960481
2455	0.08722092593
2460	0.08703575791
2465	0.08688851551
2470	0.08676841869
2475	0.08664216777
2480	0.08654202588
2485	0.08638756322
2490	0.08626763817
2495	0.08615521177
2500	0.08604997009
2505	0.08589320334
2510	0.08572985603
2515	0.085543764
2520	0.08543232083
2525	0.08532117382
2530	0.08518139453
2535	0.08502240662
2540	0.08489953779
2545	0.08473988649
2550	0.08464543078
2555	0.08445181642
2560	0.084282315
2565	0.08414302141
2570	0.08401865995
2575	0.08386095736
2580	0.0837307498
2585	0.08361954948
2590	0.08349248117
2595	0.08336578601
2600	0.0832609471
2605	0.08311528617
2610	0.08300450047
2615	0.08286757611
2620	0.08272755398
2625	0.08259135224
2630	0.08247113104
2635	0.0822938052
2640	0.08215516315
2645	0.08204989185
2650	0.08189743713
2655	0.08180538619
2660	0.08171482788
2665	0.08160122278
2670	0.08150930216
2675	0.08136236184
2680	0.08126435227
2685	0.08114053574
2690	0.0809933348
2695	0.08090176957
2700	0.08076174743
2705	0.08065380482
2710	0.08052122802
2715	0.08042850778
2720	0.08033831078
2725	0.08020702522
2730	0.08012537525
2735	0.08001901411
2740	0.07987563357
2745	0.07979235475
2750	0.07963456331
2755	0.07952543608
2760	0.07940431456
2765	0.07931664672
2770	0.07920531017
2775	0.07908065848
2780	0.07900416754
2785	0.07888135794
2790	0.07876431744
2795	0.07865203912
2800	0.07854518635
2805	0.07840341098
2810	0.07830245762
2815	0.07817412769
2820	0.07806523738
2825	0.07790340046
2830	0.07780126248
2835	0.0777147615
2840	0.07756862672
2845	0.07741723223
2850	0.0772700076
2855	0.07713659565
2860	0.07700402477
2865	0.07691456816
2870	0.07680321384
2875	0.07670913128
2880	0.07659018354
2885	0.07645013771
2890	0.07630846896
2895	0.07617938679
2900	0.07607813136
2905	0.07594954673
2910	0.07583985088
2915	0.07575558883
2920	0.07567777111
2925	0.07559310036
2930	0.07551277717
2935	0.07540669441
2940	0.07527623809
2945	0.07520308777
2950	0.07509724194
2955	0.07501653967
2960	0.07487527961
2965	0.07478677069
2970	0.07467972246
2975	0.07456191788
2980	0.07445845906
2985	0.07433189421
2990	0.07420399666
2995	0.07406680577
3000	0.07393553206
3005	0.07383611278
3010	0.07373003595
3015	0.07359631007
3020	0.07352593177
3025	0.07345577262
3030	0.07335297718
3035	0.07324951836
3040	0.07308971306
3045	0.0729737861
3050	0.07288364833
3055	0.07274821068
3060	0.07266138392
3065	0.07257810511
3070	0.07246939249
3075	0.07236951122
3080	0.07225071155
3085	0.07211381682
3090	0.07201343208
3095	0.07189508257
3100	0.07180350549
3105	0.07173195442
3110	0.07163536047
3115	0.07153847036
3120	0.07141935677
3125	0.07131500356
3130	0.07120005391
3135	0.07111059138
3140	0.0710313225
3145	0.07091394439
3150	0.07076731799
3155	0.07066834888
3160	0.07057941942
3165	0.07050490087
3170	0.07043853843
3175	0.0703411804
3180	0.07026577339
3185	0.07015416437
3190	0.07003768657
3195	0.06992700748
3200	0.06981756632
3205	0.06971911251
3210	0.06961772085
3215	0.06952777854
3220	0.0693915235
3225	0.06927789471
3230	0.0691742878
3235	0.06911059669
3240	0.06899760166
3245	0.06890312818
3250	0.06876230051
3255	0.06864674078
3260	0.06853805778
3265	0.06845246895
3270	0.06838402158
3275	0.0683022117
3280	0.06820642921
3285	0.06811258358
3290	0.06799659739
3295	0.06790017521
3300	0.06779389699
3305	0.06771581273
3310	0.06763824378
3315	0.06756996226
3320	0.0674932344
3325	0.06738976372
3330	0.06723236321
3335	0.06715761958
3340	0.06706745219
3345	0.06695093885
3350	0.06685925515
3355	0.06674814368
3360	0.06664925156
3365	0.06657216831
3370	0.06647453189
3375	0.06637645124
3380	0.06629109342
3385	0.06623624549
3390	0.06614322909
3395	0.06605874789
3400	0.0659790407
3405	0.06589364734
3410	0.06581196183
3415	0.06574883341
3420	0.06567666041
3425	0.0656116129
3430	0.06552050374
3435	0.06542236978
3440	0.06531969873
3445	0.06518699163
3450	0.06512455621
3455	0.06504916696
3460	0.06497406795
3465	0.06491902456
3470	0.06482389361
3475	0.06473252976
3480	0.06462866817
3485	0.06451786469
3490	0.06444707177
3495	0.06431704783
3500	0.06421937588
3505	0.06414575764
3510	0.06407095478
3515	0.06399605716
3520	0.06391395111
3525	0.06383208792
3530	0.06375359497
3535	0.06365692994
3540	0.06356251569
3545	0.0635027279
3550	0.06341205112
3555	0.06331738218
3560	0.06324418449
3565	0.06315686019
3570	0.06307957555
3575	0.06300947564
3580	0.0629258829
3585	0.06283650921
3590	0.06276383274
3595	0.06267397928
3600	0.06260458422
3605	0.06253629677
3610	0.06241424533
3615	0.06233251244
3620	0.06224565607
3625	0.06218481396
3630	0.06212633517
3635	0.0620477593
3640	0.06192863387
3645	0.0618268572
3650	0.06172399661
3655	0.06165929856
3660	0.06158514725
3665	0.0615074243
3670	0.06142528272
3675	0.0613446693
3680	0.0612714716
3685	0.0612052454
3690	0.06111757164
3695	0.06101964499
3700	0.06091169645
3705	0.06082852425
3710	0.06073528277
3715	0.06065978099
3720	0.0605836632
3725	0.06051790492
3730	0.06040364828
3735	0.06032946143
3740	0.0602641533
3745	0.06018657843
3750	0.06012537502
3755	0.06007092394
3760	0.05997618392
3765	0.05992819494
3770	0.05985947511
3775	0.05980348403
3780	0.05968773476
3785	0.05959778653
3790	0.05950655891
3795	0.05944890343
3800	0.05935571527
3805	0.05927074244
3810	0.05919483197
3815	0.05912721975
3820	0.05906530557
3825	0.05902140353
3830	0.05892762898
3835	0.05887953339
3840	0.05878965624
3845	0.05869292013
3850	0.05861353279
3855	0.05852865474
3860	0.05844673823
3865	0.05836268941
3870	0.05829845929
3875	0.05823007708
3880	0.05815856746
3885	0.05808347437
3890	0.05801686909
3895	0.05793404043
3900	0.05783449677
3905	0.05775833752
3910	0.05767576356
3915	0.05760486995
3920	0.05749960457
3925	0.05743212267
3930	0.05733759588
3935	0.05725322129
3940	0.05715047916
3945	0.05708446026
3950	0.05698392153
3955	0.05692161641
3960	0.05683301865
3965	0.05677054769
3970	0.05669533614
3975	0.05664830079
3980	0.05658711514
3985	0.0565067801
3990	0.05642804431
3995	0.05634503203
4000	0.05626868916
4005	0.0561891419
4010	0.05610968941
4015	0.0560179524
4020	0.05595091473
4025	0.05588090959
4030	0.05579398806
4035	0.05571469549
4040	0.05565863925
4045	0.05559051173
4050	0.0555106387
4055	0.05544906213
4060	0.05538033045
4065	0.05528346403
4070	0.05520626232
4075	0.05513852572
4080	0.05509194645
4085	0.0550115581
4090	0.05496049504
4095	0.0548904899
4100	0.05483244942
4105	0.05477142962
4110	0.05467747145
4115	0.05460742484
4120	0.05451854869
4125	0.05445010132
4130	0.05438283265
4135	0.05431581867
4140	0.05425828758
4145	0.05418481742
4150	0.05411546382
4155	0.05401741871
4160	0.05394801179
4165	0.05389254787
4170	0.05382601366
4175	0.05375836591
4180	0.05370168182
4185	0.05362869735
4190	0.05358067284
4195	0.05349889257
4200	0.05343642161
4205	0.05338946918
4210	0.0533343251
4215	0.0532743063
4220	0.05318553085
4225	0.05311657409
4230	0.05305210112
4235	0.05297787873
4240	0.0529228768
4245	0.05286606241
4250	0.05281188379
4255	0.0527415588
4260	0.05266470062
4265	0.05260051196
4270	0.05253534007
4275	0.05247101518
4280	0.05241659964
4285	0.05235167652
4290	0.05229168734
4295	0.05219638462
4300	0.05214175585
4305	0.0520532647
4310	0.05199816801
4315	0.05192747578
4320	0.05186629014
4325	0.05180150917
4330	0.05173948837
4335	0.05169453202
4340	0.05159943661
4345	0.05154990171
4350	0.05147503962
4355	0.05142542179
4360	0.05135715212
4365	0.05128164441
4370	0.05124801304
4375	0.05117338787
4380	0.05110022571
4385	0.05103266681
4390	0.05095089838
4395	0.05087909854
4400	0.05081124348
4405	0.05075090484
4410	0.05068158085
4415	0.05062275852
4420	0.05057485247
4425	0.05049245619
4430	0.05045314457
4435	0.05041147554
4440	0.05037254891
4445	0.05029094041
4450	0.05023111116
4455	0.05015841692
4460	0.05007438587
4465	0.05002785398
4470	0.04995847668
4475	0.04991171972
4480	0.04984681436
4485	0.04978827042
4490	0.04970851585
4495	0.04964685635
4500	0.04959806184
4505	0.04953084055
4510	0.04945831809
4515	0.04936451984
4520	0.04930511409
4525	0.04925002627
4530	0.04918882878
4535	0.04914092569
4540	0.04909712435
4545	0.04905597656
4550	0.04899751554
4555	0.04891385469
4560	0.04886483509
4565	0.04879346467
4570	0.04872938559
4575	0.04866259669
4580	0.04859191927
4585	0.04852743742
4590	0.04845642239
4595	0.04839812721
4600	0.04835420445
4605	0.04828970187
4610	0.04822291
4615	0.0481520312
4620	0.04808886724
4625	0.04803476266
4630	0.04797818815
4635	0.04792118126
4640	0.04782641458
4645	0.04777241958
4650	0.04769420206
4655	0.04763341622
4660	0.04755971506
4665	0.04750588887
4670	0.04746650912
4675	0.04740053465
4680	0.0473241059
4685	0.04725994093
4690	0.04720411569
4695	0.04713828041
4700	0.04707789142
4705	0.0470192616
4710	0.04695903549
4715	0.0469125658
4720	0.04686798853
4725	0.04683606301
4730	0.04678622306
4735	0.04673394576
4740	0.04668805357
4745	0.04663569334
4750	0.04657596182
4755	0.04650887676
4760	0.04642974708
4765	0.0463694884
4770	0.04630566401
4775	0.04624445763
4780	0.04618033413
4785	0.04612009618
4790	0.04607621488
4795	0.04601069352
4800	0.04595280408
4805	0.04590502538
4810	0.04582736758
4815	0.04577979915
4820	0.045743763
4825	0.04567768487
4830	0.04564514927
4835	0.04556249534
4840	0.04550292078
4845	0.04544851116
4850	0.04541106531
4855	0.04537498769
4860	0.04532251493
4865	0.04527999002
4870	0.04521580728
4875	0.04515943712
4880	0.04509092163
4885	0.04505474629
4890	0.04499771273
4895	0.0449438125
4900	0.04489348983
4905	0.04483207022
4910	0.04478209405
4915	0.04473527785
4920	0.04467761052
4925	0.04464227626
4930	0.04459155969
4935	0.04455108121
4940	0.04450235777
4945	0.04445553269
4950	0.04438842394
4955	0.04433408244
4960	0.04429621605
4965	0.04424249055
4970	0.04419470296
4975	0.04411795436
4980	0.04405770457
4985	0.04400916178
4990	0.0439468004
4995	0.04388812319
5000	0.04382912317
5005	0.04378427048
5010	0.04371380925
5015	0.04365285165
5020	0.04359705602
5025	0.04355236326
5030	0.04351492037
5035	0.04346290961
5040	0.04342912719
5045	0.04336438768
5050	0.04333370898
5055	0.04329085533
5060	0.04323921477
5065	0.04317459372
5070	0.04313530578
5075	0.04308123674
5080	0.04303535936
5085	0.04299927582
5090	0.04294811798
5095	0.04288071012
5100	0.04283430558
5105	0.04278225631
5110	0.0427211684
5115	0.04267825552
5120	0.04261157916
5125	0.04255168771
5130	0.04248709332
5135	0.04243986547
5140	0.04239794175
5145	0.04235679396
5150	0.042304105
5155	0.04222870687
5160	0.04217708112
5165	0.0421384536
5170	0.04210052798
5175	0.04204850537
5180	0.04199618957
5185	0.04194257958
5190	0.0419011534
5195	0.0418621705
5200	0.04182430411
5205	0.04177260727
5210	0.04173783866
5215	0.04169503833
5220	0.04163401853
5225	0.04158020418
5230	0.04153080255
5235	0.0414670907
5240	0.04142410082
5245	0.04136755297
5250	0.04132290166
5255	0.04127090571
5260	0.04123432759
5265	0.04119300211
5270	0.04113199415
5275	0.04108471891
5280	0.04103132215
5285	0.0409727249
5290	0.0409328713
5295	0.04089663673
5300	0.04085647217
5305	0.04081024532
5310	0.04073414234
5315	0.04069116431
5320	0.04065086352
5325	0.04060012031
5330	0.0405675314
5335	0.04052264021
5340	0.04047719224
5345	0.04043618364
5350	0.04038500804
5355	0.0403422077
5360	0.04028237549
5365	0.04023229862
5370	0.04020342053
5375	0.04015762311
5380	0.04011789982
5385	0.04008043324
5390	0.04004003176
5395	0.03999537157
5400	0.03995719718
5405	0.03990526342
5410	0.03987059846
5415	0.03982621665
5420	0.0397850659
5425	0.03974593197
5430	0.03969453721
5435	0.03966197792
5440	0.03961931085
5445	0.03958812868
5450	0.03953858489
5455	0.03949464732
5460	0.03944269283
5465	0.0394001768
5470	0.03933039969
5475	0.03929415031
5480	0.03925222363
5485	0.03917270598
5490	0.03912791548
5495	0.03907995316
5500	0.0390269562
5505	0.03898584691
5510	0.03893027933
5515	0.03888611076
5520	0.03882547004
5525	0.03878186712
5530	0.03874622485
5535	0.03870828738
5540	0.03867822764
5545	0.03864393584
5550	0.03860998462
5555	0.03857926148
5560	0.03853842466
5565	0.0384731343
5570	0.03843142678
5575	0.03836840793
5580	0.0383350194
5585	0.03827691969
5590	0.03822573521
5595	0.03819629443
5600	0.03815953862
5605	0.03811298896
5610	0.03806639783
5615	0.03802915041
5620	0.03798469456
5625	0.03793491977
5630	0.03788553591
5635	0.03784377508
5640	0.03781257513
5645	0.03777277485
5650	0.03772796658
5655	0.03766752428
5660	0.03762693919
5665	0.03759517359
5670	0.03754624581
5675	0.03751218501
5680	0.03746434707
5685	0.03741720214
5690	0.03736724077
5695	0.03731801683
5700	0.03727752354
5705	0.03723320393
5710	0.03718782704
5715	0.03715720461
5720	0.03710756012
5725	0.03707560499
5730	0.0370301896
5735	0.0369929244
5740	0.03694232927
5745	0.03690412526
5750	0.03685542255
5755	0.03680807031
5760	0.03677832745
5765	0.03672252294
5770	0.03669190939
5775	0.03664067455
5780	0.03658217207
5785	0.0365320034
5790	0.03649706006
5795	0.0364492162
5800	0.03641575659
5805	0.0363744163
5810	0.03633673353
5815	0.03629087687
5820	0.03625029473
5825	0.03619914282
5830	0.03615157439
5835	0.03610796851
5840	0.03607305182
5845	0.03603191292
5850	0.03600267648
5855	0.03596707568
5860	0.03593144526
5865	0.03588401009
5870	0.03585071337
5875	0.03580262667
5880	0.0357723685
5885	0.03573119109
5890	0.03569848076
5895	0.0356558137
5900	0.03562270355
5905	0.03559163984
5910	0.03554357683
5915	0.03551062661
5920	0.03546376303
5925	0.03541823214
5930	0.0353659045
5935	0.03534390313
5940	0.03531094995
5945	0.0352796582
5950	0.03523448863
5955	0.03519182452
5960	0.03515159481
5965	0.03508307933
5970	0.03505270862
5975	0.03501533088
5980	0.03496703983
5985	0.03492730174
5990	0.03489519852
5995	0.03485525905
6000	0.03482124859
6005	0.03477015591
6010	0.03474661751
6015	0.03471185482
6020	0.03467525301
6025	0.03463562746
6030	0.03460220043
6035	0.03456763616
6040	0.03451266978
6045	0.03447272734
6050	0.03442117265
6055	0.03438614343
6060	0.03435306586
6065	0.03430879956
6070	0.0342702994
6075	0.0342382406
6080	0.03420870802
6085	0.0341841923
6090	0.03415198247
6095	0.03411430265
6100	0.03408374241
6105	0.03403809306
6110	0.03400793262
6115	0.03396987669
6120	0.03393363027
6125	0.03389759411
6130	0.03385848979
6135	0.03382474292
6140	0.03378145985
6145	0.03374970313
6150	0.03372567311
6155	0.03367592793
6160	0.03364386914
6165	0.03360787741
6170	0.0335589822
6175	0.03351536744
6180	0.0334813481
6185	0.03344701188
6190	0.03339455393
6195	0.03335783661
6200	0.03333314912
6205	0.03329463415
6210	0.03325538768
6215	0.0332166654
6220	0.03318080101
6225	0.03313620005
6230	0.0331154307
6235	0.03307754061
6240	0.03303248653
6245	0.03300258968
6250	0.03296184169
6255	0.03293138214
6260	0.03289672311
6265	0.03286659821
6270	0.03281823608
6275	0.03278306174
6280	0.03274309264
6285	0.03270420452
6290	0.03268135911
6295	0.03264679485
6300	0.03261130362
6305	0.03257707401
6310	0.03253768242
6315	0.03249889795
6320	0.03246428926
6325	0.03242331028
6330	0.03239522589
6335	0.03236109401
6340	0.03232832445
6345	0.03228940967
6350	0.03225177428
6355	0.03222060099
6360	0.03217594968
6365	0.03215536394
6370	0.03210910451
6375	0.03208288886
6380	0.03205353397
6385	0.03201695881
6390	0.03197472413
6395	0.03194960426
6400	0.03191858201
6405	0.03189293201
6410	0.03186128784
6415	0.03182988059
6420	0.03179376744
6425	0.03175036294
6430	0.03171690334
6435	0.03169397501
6440	0.03164356645
6445	0.03161587595
6450	0.03157569658
6455	0.03154731604
6460	0.03151374982
6465	0.03148554104
6470	0.03145350595
6475	0.03143623418
6480	0.03139694328
6485	0.03135890216
6490	0.03131946614
6495	0.03128301537
6500	0.03125580464
6505	0.03121957599
6510	0.0311840966
6515	0.03115319282
6520	0.03111456827
6525	0.03106466613
6530	0.03102527158
6535	0.03099144178
6540	0.03095228119
6545	0.03092027867
6550	0.03088925938
6555	0.03085369708
6560	0.03083386653
6565	0.03081203398
6570	0.03078687264
6575	0.03074124698
6580	0.03072012224
6585	0.03069424717
6590	0.03067195853
6595	0.03064260364
6600	0.03060706799
6605	0.03058680801
6610	0.03055538596
6615	0.03051942088
6620	0.03049019926
6625	0.03045979597
6630	0.03043257043
6635	0.03039721544
6640	0.03037373034
6645	0.03034468937
6650	0.03032229115
6655	0.03027675731
6660	0.03025055943
6665	0.030222324
6670	0.03018958405
6675	0.03014356451
6680	0.03011045733
6685	0.03007539552
6690	0.03003101372
6695	0.03000119386
6700	0.02996665625
6705	0.0299422738
6710	0.02992034648
6715	0.02989197482
6720	0.02985871364
6725	0.02982337641
6730	0.02977295896
6735	0.02973505407
6740	0.0297012835
6745	0.02967890306
6750	0.02963884216
6755	0.02959980003
6760	0.02955833239
6765	0.02952314028
6770	0.02950465724
6775	0.02946988567
6780	0.02943494233
6785	0.02941605948
6790	0.029376043
6795	0.02935280963
6800	0.02932889511
6805	0.02929671193
6810	0.02927316464
6815	0.02924189362
6820	0.02921145183
6825	0.02916999604
6830	0.02913568055
6835	0.02911105821
6840	0.02908553557
6845	0.02905744229
6850	0.02903124145
6855	0.02900384118
6860	0.02897853176
6865	0.02894154791
6870	0.02891558103
6875	0.02888724787
6880	0.02886667102
6885	0.028836863
6890	0.02881182605
6895	0.02877919568
6900	0.02874705989
6905	0.02871504256
6910	0.02867920779
6915	0.02863934828
6920	0.02862145162
6925	0.0285952419
6930	0.0285568365
6935	0.02852334136
6940	0.02848868233
6945	0.02846807881
6950	0.0284374238
6955	0.02840783494
6960	0.02837986605
6965	0.02835595745
6970	0.02832286212
6975	0.02827946355
6980	0.02825596364
6985	0.02823042915
6990	0.02820328653
6995	0.02817659999
7000	0.0281373624
7005	0.0281160185
7010	0.02809183448
7015	0.02806587944
7020	0.02803913071
7025	0.02799916162
7030	0.02796614625
7035	0.02793987433
7040	0.02791388376
7045	0.02789224074
7050	0.02787195115
7055	0.02784442354
7060	0.02781305183
7065	0.02778279662
7070	0.02775895021
7075	0.02772183013
7080	0.02769505771
7085	0.02767130607
7090	0.02763648415
7095	0.02760406701
7100	0.0275804131
7105	0.02755919063
7110	0.02753378348
