iter	Logloss
17565	0.005756666001
17570	0.00575225366
17575	0.005748972632
17580	0.005745009706
17585	0.005741807529
17590	0.005737928268
17595	0.00573493451
17600	0.005732072541
17605	0.005729605939
17610	0.005726146107
17615	0.005723940862
17620	0.005720814944
17625	0.005717470243
17630	0.005714475374
17635	0.005711782954
17640	0.005709153837
17645	0.005706764976
17650	0.005702960493
17655	0.005699380348
17660	0.005696427312
17665	0.005693486491
17670	0.005689978164
17675	0.005687268345
17680	0.00568519822
17685	0.005681709883
17690	0.005679397282
17695	0.005675693862
17700	0.005672266607
17705	0.005668378831
17710	0.005664781287
17715	0.005662265819
17720	0.005660373388
17725	0.005657336688
17730	0.005654794937
17735	0.005651942963
17740	0.005649586679
17745	0.005645785898
17750	0.005642140229
17755	0.00563773196
17760	0.005634891462
17765	0.00563263328
17770	0.005629429251
17775	0.005626746086
17780	0.005624706318
17785	0.005621450463
17790	0.005617172132
17795	0.005614517471
17800	0.005608544393
17805	0.0056050257
17810	0.005602160029
17815	0.005597753982
17820	0.005595132639
17825	0.005591897884
17830	0.005589182142
17835	0.005585996994
17840	0.005583059876
17845	0.005578955906
17850	0.005576745478
17855	0.005574444723
17860	0.00557069651
17865	0.005566039841
17870	0.005562950944
17875	0.005559322303
17880	0.005556923076
17885	0.005553143397
17890	0.005549434424
17895	0.005546247795
17900	0.005542904574
17905	0.005540828897
17910	0.005536975919
17915	0.005533776333
17920	0.005530440886
17925	0.005526524235
17930	0.00552416536
17935	0.005521723191
17940	0.00551878237
17945	0.005515298476
17950	0.00551301549
17955	0.005509211748
17960	0.005506486751
17965	0.005504269659
17970	0.005500237508
17975	0.005497113071
17980	0.00549451468
17985	0.005491986626
17990	0.005487817873
17995	0.005483868274
18000	0.005480145234
18005	0.005477259573
18010	0.005473329595
18015	0.005469819416
18020	0.005466273699
18025	0.005462067186
18030	0.005458451872
18035	0.005455944549
18040	0.005453770771
18045	0.005450976547
18050	0.005448432945
18055	0.005446134781
18060	0.005443767762
18065	0.005442322895
18070	0.005439974385
18075	0.005436368326
18080	0.005433561516
18085	0.005430102424
18090	0.005426672948
18095	0.005423093914
18100	0.005420342633
18105	0.005416150557
18110	0.005413588445
18115	0.005410431432
18120	0.005407135225
18125	0.00540359358
18130	0.005401018882
18135	0.005398411977
18140	0.005393570951
18145	0.005390255495
18150	0.005387367612
18155	0.00538453748
18160	0.005381996099
18165	0.005378213828
18170	0.005375820895
18175	0.005373909584
18180	0.00537081032
18185	0.005368769071
18190	0.005365065281
18195	0.00536162544
18200	0.005359348007
18205	0.005356138426
18210	0.005353430458
18215	0.005351041226
18220	0.005349418666
18225	0.005345713026
18230	0.005340691346
18235	0.005337570241
18240	0.005334925946
18245	0.00533132507
18250	0.00532767829
18255	0.005324728585
18260	0.005320582784
18265	0.005318134321
18270	0.005315297526
18275	0.005310645669
18280	0.005307499391
18285	0.005303418744
18290	0.005300941407
18295	0.005298629546
18300	0.005296263637
18305	0.005294120954
18310	0.005291398549
18315	0.005288662446
18320	0.005284724693
18325	0.005281562127
18330	0.005279019635
18335	0.005276225412
18340	0.005273043965
18345	0.005270671393
18350	0.005268080406
18355	0.005265158465
18360	0.005263051322
18365	0.005261108174
18370	0.005259316065
18375	0.005256776906
18380	0.005254604608
18385	0.00525161085
18390	0.005249887227
18395	0.00524790706
18400	0.005245053605
18405	0.005242355632
18410	0.005238675165
18415	0.0052364329
18420	0.005233836731
18425	0.005231719592
18430	0.005229733872
18435	0.005227273563
18440	0.005224396416
18445	0.005222137493
18450	0.005219881532
18455	0.005215657249
18460	0.005213074777
18465	0.005209719339
18470	0.00520708615
18475	0.005204900525
18480	0.005201581737
18485	0.005199150674
18490	0.005196466398
18495	0.005193524837
18500	0.005191508391
18505	0.005188345085
18510	0.005184846752
18515	0.005182428646
18520	0.005179798788
18525	0.005176973098
18530	0.005174192572
18535	0.005171135511
18540	0.005168989867
18545	0.005167322144
18550	0.005165148735
18555	0.00516284687
18560	0.005160108176
18565	0.005156830849
18570	0.005153926678
18575	0.005151120238
18580	0.005146962591
18585	0.005143037795
18590	0.005141380807
18595	0.005138406299
18600	0.005135803096
18605	0.005132091902
18610	0.005129351357
18615	0.005125604995
18620	0.005123554861
18625	0.005121057163
18630	0.005117267118
18635	0.005114227085
18640	0.00511150468
18645	0.005109009943
18650	0.005105918824
18655	0.005103698771
18660	0.005101228838
18665	0.005097076003
18670	0.005095010321
18675	0.005092262001
18680	0.005089170882
18685	0.005086047556
18690	0.005082046871
18695	0.005079950833
18700	0.00507820796
18705	0.005075482963
18710	0.005073576095
18715	0.005071266085
18720	0.005068640299
18725	0.005066644214
18730	0.005062847505
18735	0.005060900286
18740	0.005058833123
18745	0.005055808269
18750	0.005053193589
18755	0.005051038691
18760	0.005048793465
18765	0.00504653158
18770	0.005043332364
18775	0.005040800238
18780	0.005037842759
18785	0.005034912675
18790	0.005032284668
18795	0.005029742917
18800	0.005026561101
18805	0.005024711242
18810	0.005022207991
18815	0.005019765451
18820	0.005017050079
18825	0.00501407261
18830	0.005011149929
18835	0.005008308321
18840	0.005004881806
18845	0.005002363377
18850	0.004999807929
18855	0.004997509395
18860	0.004995089807
18865	0.004992488085
18870	0.004989714222
18875	0.00498755303
18880	0.004985208962
18885	0.004982122286
18890	0.004978324837
18895	0.004975635748
18900	0.004973760716
18905	0.004970446
18910	0.004967910913
18915	0.004965321777
18920	0.004961692025
18925	0.004960275664
18930	0.00495805376
18935	0.004954934136
18940	0.004952196552
18945	0.004949341987
18950	0.004946930544
18955	0.004944786381
18960	0.004942199096
18965	0.004938932875
18970	0.004936718746
18975	0.004934413548
18980	0.00493151456
18985	0.004929137175
18990	0.004926030508
18995	0.004923547617
19000	0.004921504147
19005	0.004919473263
19010	0.004917543813
19015	0.004915215664
19020	0.004912590249
19025	0.004909784919
19030	0.004906738224
19035	0.004904149828
19040	0.004900967271
19045	0.004897634045
19050	0.004894967168
19055	0.004891853838
19060	0.004888524314
19065	0.004886714066
19070	0.004884404426
19075	0.004881596506
19080	0.00487814852
19085	0.004875255825
19090	0.004873193845
19095	0.004871465409
19100	0.004868872201
19105	0.004866690649
19110	0.004864290312
19115	0.004862556323
19120	0.004860179679
19125	0.004857884477
19130	0.004855516346
19135	0.004853108605
19140	0.004850611647
19145	0.004847481288
19150	0.004845634391
19155	0.004843191851
19160	0.004840832235
19165	0.004837921771
19170	0.004834523391
19175	0.004831132045
19180	0.004828748367
19185	0.004825733137
19190	0.004823868471
19195	0.004820613356
19200	0.004817354539
19205	0.004814940875
19210	0.004812013382
19215	0.004809741502
19220	0.004807795022
19225	0.004804642821
19230	0.004802344658
19235	0.004800124975
19240	0.004798869277
19245	0.004796994245
19250	0.004795075901
19255	0.00479299282
19260	0.004790323352
19265	0.00478818141
19270	0.004785979496
19275	0.004783453664
19280	0.004781567526
19285	0.00477968583
19290	0.004778262064
19295	0.004775439706
19300	0.00477290721
19305	0.004769902346
19310	0.004767926991
19315	0.004766490269
19320	0.004764249115
19325	0.004762020918
19330	0.004759654269
19335	0.004757260225
19340	0.004755039061
19345	0.004751607364
19350	0.004749465052
19355	0.00474715023
19360	0.004744654753
19365	0.004742217396
19370	0.004738884541
19375	0.004736331313
19380	0.004733513397
19385	0.004731581356
19390	0.004729400173
19395	0.004726851758
19400	0.004725392454
19405	0.004723735466
19410	0.004720983075
19415	0.004719272409
19420	0.004716511133
19425	0.004714255911
19430	0.00471125586
19435	0.004708177698
19440	0.004706613629
19445	0.004704867054
19450	0.00470264552
19455	0.00469953219
19460	0.004696743889
19465	0.004694049248
19470	0.004691935441
19475	0.004689705023
19480	0.004687086642
19485	0.004684589314
19490	0.004682675411
19495	0.0046790638
19500	0.004675754636
19505	0.004672740518
19510	0.004669743058
19515	0.004667621106
19520	0.004665096754
19525	0.004663142131
19530	0.004661029064
19535	0.004658410683
19540	0.004655814143
19545	0.004653249069
19550	0.004650154989
19555	0.004648565376
19560	0.004646447497
19565	0.004644415503
19570	0.004641165941
19575	0.004639544862
19580	0.00463727002
19585	0.004635109198
19590	0.004633529211
19595	0.004631150715
19600	0.004628541218
19605	0.004626281185
19610	0.004624109627
19615	0.004622327514
19620	0.004619561055
19625	0.004616784971
19630	0.004615125022
19635	0.004613124494
19640	0.00461006188
19645	0.004608200545
19650	0.004605447413
19655	0.004602969335
19660	0.004599680533
19665	0.004598336729
19670	0.004595879382
19675	0.004593077384
19680	0.004590490099
19685	0.004588829039
19690	0.004586529395
19695	0.004585092672
19700	0.004582832269
19705	0.004580790649
19710	0.004578563933
19715	0.004576423842
19720	0.00457473909
19725	0.004571659447
19730	0.004569392379
19735	0.004567371491
19740	0.004565439449
19745	0.004563223839
19750	0.004561220349
19755	0.004559123571
19760	0.004556724345
19765	0.004554323637
19770	0.004550772737
19775	0.004547824143
19780	0.004545674427
19785	0.004543123791
19790	0.004540834882
19795	0.004537745244
19800	0.004536104175
19805	0.004533831184
19810	0.004531731074
19815	0.004529155265
19820	0.004526228142
19825	0.00452393368
19830	0.004522409962
19835	0.004519931885
19840	0.004516931093
19845	0.0045145774
19850	0.004511888682
19855	0.004510389027
19860	0.004507299388
19865	0.004505473962
19870	0.004503603002
19875	0.004501158242
19880	0.004499424624
19885	0.004496791805
19890	0.004494790167
19895	0.004492839985
19900	0.004489854001
19905	0.004487488462
19910	0.004485433516
19915	0.004482911755
19920	0.004481093733
19925	0.004478236207
19930	0.00447469197
19935	0.004473099026
19940	0.004470310726
19945	0.004468439025
19950	0.004465979827
19955	0.004463214109
19960	0.004460649776
19965	0.004458287198
19970	0.00445645807
19975	0.004453171489
19980	0.004451018811
19985	0.004448869836
19990	0.004446753067
19995	0.004445418889
20000	0.004443068157
20005	0.004440477541
20010	0.004438494042
20015	0.004436624192
20020	0.004433723723
20025	0.004430589292
20030	0.004428454013
20035	0.004426612299
20040	0.004423667776
20045	0.004420862817
20050	0.004418113387
20055	0.0044154839
20060	0.00441303988
20065	0.004410959761
20070	0.004408888156
20075	0.004406475602
20080	0.004404590575
20085	0.004401822635
20090	0.004398944748
20095	0.00439589324
20100	0.004393720572
20105	0.004391452024
20110	0.004390362173
20115	0.004388514905
20120	0.004386426271
20125	0.004384963635
20130	0.004382240859
20135	0.004380653838
20140	0.004377199189
20145	0.004375879077
20150	0.004373653472
20155	0.004371936512
20160	0.004370313212
20165	0.004368452988
20170	0.004366478744
20175	0.004363875911
20180	0.004361429299
20185	0.00435980822
20190	0.004358116804
20195	0.004355514341
20200	0.004353389058
20205	0.004350477483
20210	0.004348568393
20215	0.004346587856
20220	0.004344221947
20225	0.004342333588
20230	0.004339794798
20235	0.004337569563
20240	0.004335860378
20245	0.004333614411
20250	0.004332114015
20255	0.004329655188
20260	0.004327568034
20265	0.00432454355
20270	0.004322771432
20275	0.004320521024
20280	0.004318589722
20285	0.004317236663
20290	0.004315642608
20295	0.004313882707
20300	0.004311497918
20305	0.004309455928
20310	0.004306164905
20315	0.004303720885
20320	0.004301548587
20325	0.004299754257
20330	0.004298185375
20335	0.004295897947
20340	0.004294731837
20345	0.004292315211
20350	0.004291076912
20355	0.004289701642
20360	0.004288317487
20365	0.00428616555
20370	0.004284132075
20375	0.004281668435
20380	0.004279516868
20385	0.00427700066
20390	0.004274592919
20395	0.004271947143
20400	0.004269066294
20405	0.004267290104
20410	0.004264813137
20415	0.004261560983
20420	0.004259599326
20425	0.004256407144
20430	0.004255020398
20435	0.004253189049
20440	0.004250860159
20445	0.004248822241
20450	0.004247347389
20455	0.004245371664
20460	0.004242955779
20465	0.00424129583
20470	0.004238894382
20475	0.004236501078
20480	0.004233329997
20485	0.004231821457
20490	0.004229807603
20495	0.004227572742
20500	0.004225541488
20505	0.004223909674
20510	0.004222505898
20515	0.004219479934
20520	0.004217750388
20525	0.004215317844
20530	0.004212861977
20535	0.004210921791
20540	0.004209490992
20545	0.004206950351
20550	0.004204991285
20555	0.004202448423
20560	0.004199611257
20565	0.004198085318
20570	0.004195860823
20575	0.004194393374
20580	0.004193044758
20585	0.004191188606
20590	0.00418892487
20595	0.004187138315
20600	0.004185499096
20605	0.004183217961
20610	0.004180539238
20615	0.004178280685
20620	0.004175537179
20625	0.004173489636
20630	0.004171709744
20635	0.00417027043
20640	0.00416853237
20645	0.004166224951
20650	0.004164100038
20655	0.00416186851
20660	0.00415992166
20665	0.004158226172
20670	0.004156440357
20675	0.00415545453
20680	0.004153534335
20685	0.004151285407
20690	0.004148677761
20695	0.00414659431
20700	0.004144031458
20705	0.004141389014
20710	0.004140092224
20715	0.004138188317
20720	0.00413635993
20725	0.004134427888
20730	0.004132240042
20735	0.00413051753
20740	0.004128086837
20745	0.004126626792
20750	0.004124186104
20755	0.004121406688
20760	0.004119411343
20765	0.004116596018
20770	0.0041151667
20775	0.004113185792
20780	0.00411132964
20785	0.004109990279
20790	0.00410858021
20795	0.004106869914
20800	0.004105043007
20805	0.004102749656
20810	0.004101310713
20815	0.004099380892
20820	0.004097246354
20825	0.004095293951
20830	0.004093462972
20835	0.004091704181
20840	0.004089912443
20845	0.004087554678
20850	0.004085658915
20855	0.004083083846
20860	0.004080925986
20865	0.004079564413
20870	0.004076049792
20875	0.004074508675
20880	0.004072080573
20885	0.004070700491
20890	0.004068612597
20895	0.004067074071
20900	0.00406564031
20905	0.004063970366
20910	0.004061816207
20915	0.004060284345
20920	0.004058752113
20925	0.004057403126
20930	0.004055238232
20935	0.004053874808
20940	0.004051993853
20945	0.00405042238
20950	0.004049393611
20955	0.004047708859
20960	0.004046247703
20965	0.00404456147
20970	0.004043012209
20975	0.004041092383
20980	0.0040386417
20985	0.004036521599
20990	0.004034009094
20995	0.004032158494
21000	0.004030337881
21005	0.004028995558
21010	0.004026982814
21015	0.004024816069
21020	0.004022289495
21025	0.004020239732
21030	0.004018334344
21035	0.00401691465
21040	0.004014303303
21045	0.004012281304
21050	0.00400967699
21055	0.004008094411
21060	0.004006214936
21065	0.004004514266
21070	0.004002604435
21075	0.004000433989
21080	0.003998665202
21085	0.003995879493
21090	0.003993740883
21095	0.003991820317
21100	0.003990119647
21105	0.003988017315
21110	0.00398604122
21115	0.003983510575
21120	0.003981598153
21125	0.003980323206
21130	0.003979026416
21135	0.00397710511
21140	0.003975141972
21145	0.003973854067
21150	0.003971486678
21155	0.00396910448
21160	0.003966903677
21165	0.003965007174
21170	0.003962734554
21175	0.003960443424
21180	0.003958558396
21185	0.003956289848
21190	0.003954102743
21195	0.003951981902
21200	0.003950124639
21205	0.003948501709
21210	0.003946878779
21215	0.003945297311
21220	0.003943055787
21225	0.003941078581
21230	0.003939544498
21235	0.003938253262
21240	0.003936526307
21245	0.00393508144
21250	0.003932569675
21255	0.003931228833
21260	0.003929185362
21265	0.003927731241
21270	0.00392520911
21275	0.003923026817
21280	0.003921804807
21285	0.003920462484
21290	0.003919017987
21295	0.003917719717
21300	0.003916117888
21305	0.003913646104
21310	0.003912079073
21315	0.00391031769
21320	0.003908310499
21325	0.003906683497
21330	0.003904884355
21335	0.003903483171
21340	0.003901753255
21345	0.003899811218
21350	0.003898196432
21355	0.003896347684
21360	0.003894484128
21365	0.003892995578
21370	0.003891442615
21375	0.003889833012
21380	0.003888345573
21385	0.00388614403
21390	0.003884201252
21395	0.003882617933
21400	0.003880833598
21405	0.00387921437
21410	0.003877654373
21415	0.00387566347
21420	0.00387421157
21425	0.003872453519
21430	0.003870668074
21435	0.003869027375
21440	0.00386687914
21445	0.003865078887
21450	0.003863355634
21455	0.003861335856
21460	0.003858927375
21465	0.003856667711
21470	0.003854653116
21475	0.003852160231
21480	0.003850427723
21485	0.003848685221
21490	0.003847035266
21495	0.003845300538
21500	0.003843632074
21505	0.003841938807
21510	0.003840259978
21515	0.003838854352
21520	0.003837326191
21525	0.003835514092
21530	0.003834032206
21535	0.003832718018
21540	0.003831086573
21545	0.003829086786
21550	0.003827570102
21555	0.003825774291
21560	0.003824342011
21565	0.003822271516
21570	0.003820720034
21575	0.00381891867
21580	0.003817707396
21585	0.003816411347
21590	0.003814556306
21595	0.003812497657
21600	0.003810958021
21605	0.003809096686
21610	0.003807454136
21615	0.003805695345
21620	0.003803866957
21625	0.003802063743
21630	0.003800197595
21635	0.0037986413
21640	0.003796475666
21645	0.003795061155
21650	0.003793509672
21655	0.003791316644
21660	0.003789662247
21665	0.003787443675
21670	0.003785444628
21675	0.003782855863
21680	0.003780809431
21685	0.003779235366
21690	0.003777547652
21695	0.003774968512
21700	0.003773175663
21705	0.003771478324
21710	0.003769420786
21715	0.003767788601
21720	0.003766622861
21725	0.003764512015
21730	0.003762415237
21735	0.003760659037
21740	0.003759268589
21745	0.003757308412
21750	0.003755316399
21755	0.003753435074
21760	0.003751195771
21765	0.003749461042
21770	0.003747257648
21775	0.003745469982
21780	0.003743489815
21785	0.003741161295
21790	0.00373920371
21795	0.003738072768
21800	0.003736219207
21805	0.003734465598
21810	0.00373227368
21815	0.003730609289
21820	0.003728420702
21825	0.003726275799
21830	0.003725306261
21835	0.003723479354
21840	0.003720983137
21845	0.003719239153
21850	0.003716851033
21855	0.00371491677
21860	0.003712921795
21865	0.003711696823
21870	0.003709954691
21875	0.003708126673
21880	0.003707121967
21885	0.003705182151
21890	0.003703655472
21895	0.003701491688
21900	0.003700050894
21905	0.00369836392
21910	0.003696538124
21915	0.003693935661
21920	0.00369213985
21925	0.003690327751
21930	0.003688885846
21935	0.003687554259
21940	0.003685201676
21945	0.003683567641
21950	0.003682450395
21955	0.003680387675
21960	0.003679248959
21965	0.003677225479
21970	0.003675235687
21975	0.003672382602
21980	0.003670949582
21985	0.003669715726
21990	0.003668523701
21995	0.003667360182
22000	0.003665775752
22005	0.003663768561
22010	0.003662059376
22015	0.003660351301
22020	0.003659010089
22025	0.003657135057
22030	0.003655608377
22035	0.003654332319
22040	0.00365250171
22045	0.00365017208
22050	0.003648295197
22055	0.003646626733
22060	0.003644870163
22065	0.003643517845
22070	0.003641696491
22075	0.003639992488
22080	0.003638409169
22085	0.003636924321
22090	0.003635576075
22095	0.003634177483
22100	0.003632640067
22105	0.003631525784
22110	0.003629603737
22115	0.003628382838
22120	0.00362630679
22125	0.003624841563
22130	0.003622894713
22135	0.003621318428
22140	0.003619665142
22145	0.003618015928
22150	0.00361643557
22155	0.00361452574
22160	0.003612870603
22165	0.003611592324
22170	0.003610282208
22175	0.003609547743
22180	0.003608056602
22185	0.003606140108
22190	0.003603869709
22195	0.003602335996
22200	0.00360100774
22205	0.003598960568
22210	0.003596694241
22215	0.003594794776
22220	0.003592398511
22225	0.003590742264
22230	0.003588496297
22235	0.003586280687
22240	0.003585069783
22245	0.003583050005
22250	0.003581229761
22255	0.003579635706
22260	0.003578223787
22265	0.00357677892
22270	0.003574974225
22275	0.003573544536
22280	0.003572018597
22285	0.003570597423
22290	0.00356898856
22295	0.003567182384
22300	0.003565069688
22305	0.003563534123
22310	0.003562810764
22315	0.003561386629
22320	0.003559338716
22325	0.003557667661
22330	0.003555779672
22335	0.003554202276
22340	0.003553099098
22345	0.003551712722
22350	0.003550071652
22355	0.003548529795
22360	0.003546774706
22365	0.00354506404
22370	0.003542967632
22375	0.00354170379
22380	0.003540020888
22385	0.003538113649
22390	0.003535950977
22395	0.003535011425
22400	0.003533413668
22405	0.003531612675
22410	0.003529602892
22415	0.003527721567
22420	0.003526205623
22425	0.00352453975
22430	0.003522999003
22435	0.003521036976
22440	0.003518977217
22445	0.003516077118
22450	0.003514426793
22455	0.003512594334
22460	0.003510835543
22465	0.003509472859
22470	0.003507810688
22475	0.003506702698
22480	0.003505099758
22485	0.003503648969
22490	0.0035015322
22495	0.003499517975
22500	0.003498051267
22505	0.00349677817
22510	0.003495472126
22515	0.003493785523
22520	0.003491652465
22525	0.00348984666
22530	0.003488679438
22535	0.003486866969
22540	0.003484965653
22545	0.003483361603
22550	0.003481737563
22555	0.003480513331
22560	0.003478515765
22565	0.00347653967
22570	0.003474329983
22575	0.003472946198
22580	0.003471926314
22585	0.00347010496
22590	0.003468293601
22595	0.003466971639
22600	0.003465062179
22605	0.00346325045
22610	0.003462081007
22615	0.003459882056
22620	0.003458443482
22625	0.003456848317
22630	0.003454987352
22635	0.003454190695
22640	0.00345236823
22645	0.003450789353
22650	0.003449287107
22655	0.003447855567
22660	0.003446164151
22665	0.003444712991
22670	0.003442869055
22675	0.003441611136
22680	0.003440050029
22685	0.003438788038
22690	0.003437329474
22695	0.00343583352
22700	0.003434500452
22705	0.003433585333
22710	0.003432226721
22715	0.003430637109
22720	0.003429726802
22725	0.003428508494
22730	0.003427192084
22735	0.003425488452
22740	0.003423951037
22745	0.003422824537
22750	0.00342101688
22755	0.003419827447
22760	0.003418010536
22765	0.003416312086
22770	0.003415011595
22775	0.003413278347
22780	0.003411954164
22785	0.003410075059
22790	0.003408515803
22795	0.003407103143
22800	0.003405263279
22805	0.003404179352
22810	0.003401800856
22815	0.003400140906
22820	0.003398904089
22825	0.00339728301
22830	0.003396067293
22835	0.00339472608
22840	0.003393435214
22845	0.003391763049
22850	0.003390327066
22855	0.003389019912
22860	0.003386999764
22865	0.00338508327
22870	0.003383640254
22875	0.003382020656
22880	0.003380728309
22885	0.003379515924
22890	0.003377947413
22895	0.003376685422
22900	0.003375063602
22905	0.003373372927
22910	0.003371865867
22915	0.003370473938
22920	0.003369027591
22925	0.00336749869
22930	0.003366175987
22935	0.003364813304
22940	0.003363281071
22945	0.003362215283
22950	0.003360150712
22955	0.00335879173
22960	0.003357647831
22965	0.00335577539
22970	0.003354212432
22975	0.003352723142
22980	0.003350926591
22985	0.003349190011
22990	0.003347758471
22995	0.00334590417
23000	0.003344575174
23005	0.00334317288
23010	0.003342168914
23015	0.003341179015
23020	0.003340028453
23025	0.00333826596
23030	0.003336784814
23035	0.003335388813
23040	0.003333979114
23045	0.003332431704
23050	0.003330640706
23055	0.003328972982
23060	0.003327821679
23065	0.003325915181
23070	0.00332407976
23075	0.003322583806
23080	0.003321068232
23085	0.003320074632
23090	0.003318540548
23095	0.003316659963
23100	0.003314690162
23105	0.003312959876
23110	0.003312099545
23115	0.003310813862
23120	0.00330978065
23125	0.003308506443
23130	0.003306540343
23135	0.00330550269
23140	0.00330378425
23145	0.003302833962
23150	0.003301626019
23155	0.003299009489
23160	0.003297793402
23165	0.003296260059
23170	0.003294945501
23175	0.00329358837
23180	0.003292134248
23185	0.003291284653
23190	0.003289734281
23195	0.003288129861
23200	0.00328686787
23205	0.003285344892
23210	0.003284135099
23215	0.00328280018
23220	0.003281287937
23225	0.003279813085
23230	0.003278729898
23235	0.003277158425
23240	0.003275505509
23245	0.003274287571
23250	0.003272824195
23255	0.003271382289
23260	0.00327000961
23265	0.003268418517
23270	0.003266890357
23275	0.003264824675
23280	0.003263677814
23285	0.003262215178
23290	0.003260850273
23295	0.003259235117
23300	0.003258154151
23305	0.003256305773
23310	0.003255015277
23315	0.003253542276
23320	0.003252654551
23325	0.003251482887
23330	0.00324967523
23335	0.003248678668
23340	0.003246907661
23345	0.003245979955
23350	0.003245300279
23355	0.003244146014
23360	0.003242245809
23365	0.003240996405
23370	0.003239541543
23375	0.003238465759
23380	0.003236865411
23385	0.003235768897
23390	0.003234693854
23395	0.003233355603
23400	0.00323172638
23405	0.003230555456
23410	0.00322882406
23415	0.003227767896
23420	0.003226669161
23425	0.003224808196
23430	0.003223029415
23435	0.003221811477
23440	0.003220316634
23445	0.003218886575
23450	0.003217670118
23455	0.003216523257
23460	0.003214954375
23465	0.003213802332
23470	0.003212285648
23475	0.003210987008
23480	0.003208858393
23485	0.003207159943
23490	0.003205705451
23495	0.003204555259
23500	0.00320306782
23505	0.003201627025
23510	0.00319989822
23515	0.003198940898
23520	0.003197424214
23525	0.003195778332
23530	0.003194657755
23535	0.003193213999
23540	0.003191206437
23545	0.003189420992
23550	0.003187962799
23555	0.003186348383
23560	0.003185135258
23565	0.003183480121
23570	0.00318225626
23575	0.003180544853
23580	0.003178875279
23585	0.003177615879
23590	0.00317635759
23595	0.003175175191
23600	0.00317391246
23605	0.003172583094
23610	0.003171093063
23615	0.00316975
23620	0.003168359551
23625	0.003167240455
23630	0.003165680828
23635	0.003164768671
23640	0.003163023207
23645	0.003161267747
23650	0.003159614091
23655	0.003158307677
23660	0.003157404774
23665	0.003156320106
23670	0.003154797128
23675	0.003152717009
23680	0.003150878996
23685	0.003149658467
23690	0.003148348351
23695	0.003147376221
23700	0.003146343751
23705	0.003145149875
23710	0.00314387937
23715	0.003142547783
23720	0.0031412447
23725	0.003140024541
23730	0.003139157547
23735	0.003137659002
23740	0.003136151943
23745	0.003134967693
23750	0.003133867847
23755	0.00313249924
23760	0.003131302773
23765	0.003129478087
23770	0.003128240159
23775	0.003126245554
23780	0.00312553071
23785	0.003124014766
23790	0.003122405903
23795	0.00312100509
23800	0.00311957392
23805	0.00311798949
23810	0.003117176544
23815	0.003115880866
23820	0.003114836919
23825	0.003113782977
23830	0.003112608352
23835	0.00311178282
23840	0.003110236149
23845	0.00310891937
23850	0.003107749927
23855	0.003106215103
23860	0.003104977175
23865	0.003103902687
23870	0.003102610896
23875	0.00310111957
23880	0.003099630095
23885	0.00309788389
23890	0.00309694915
23895	0.003095666429
23900	0.003094438866
23905	0.003093155403
23910	0.003092243801
23915	0.003090160535
23920	0.003088729365
23925	0.003087504764
23930	0.003086468406
23935	0.003085165509
23940	0.003084034196
23945	0.003082879747
23950	0.003081522801
23955	0.003080418142
23960	0.003079461376
23965	0.00307840003
23970	0.003077688333
23975	0.003076712687
23980	0.003075193041
23985	0.003073832578
23990	0.003072483036
23995	0.003070849371
24000	0.003069771921
24005	0.00306807958
24010	0.003067129292
24015	0.003066164752
24020	0.003065135243
24025	0.003062840596
24030	0.003061077918
24035	0.003059709496
24040	0.003058275735
24045	0.003056861965
24050	0.003055308076
24055	0.003053950945
24060	0.00305260529
24065	0.003051909141
24070	0.003050670102
24075	0.003048838012
24080	0.003047409434
24085	0.003046123566
24090	0.003045144033
24095	0.003044024196
24100	0.003042967663
24105	0.003041778415
24110	0.003040505688
24115	0.003039141154
24120	0.003037581157
24125	0.003036106859
24130	0.003034814883
24135	0.00303365451
24140	0.003032692746
24145	0.003031550513
24150	0.003030516191
24155	0.00302950223
24160	0.003028163239
24165	0.003027316235
24170	0.003025945778
24175	0.003024615301
24180	0.003023087325
24185	0.003022221997
24190	0.00302101498
24195	0.003020434331
24200	0.003019083308
24205	0.003018000306
24210	0.003016759231
24215	0.00301575545
24220	0.003014741119
24225	0.003013690324
24230	0.003012484047
24235	0.00301088592
24240	0.003009801067
24245	0.003008597196
24250	0.003007380369
24255	0.003005632313
24260	0.003004045848
24265	0.00300330657
24270	0.00300230316
24275	0.003001005075
24280	0.00299975382
24285	0.002998849436
24290	0.002997422709
24295	0.002996591994
24300	0.002995241341
24305	0.002994224789
24310	0.002992970942
24315	0.002991975121
24320	0.002990537473
24325	0.002988824215
24330	0.002987638299
24335	0.00298655104
24340	0.002985592052
24345	0.002983879165
24350	0.002982748778
24355	0.002981232649
24360	0.002980463571
24365	0.002978927637
24370	0.002977900534
24375	0.002976725724
24380	0.002975434858
24385	0.00297450456
24390	0.002973286622
24395	0.002972248969
24400	0.002971202246
24405	0.002969746643
24410	0.002968878354
24415	0.002967479206
24420	0.00296589348
24425	0.002964618533
24430	0.002963730808
24435	0.002962655394
24440	0.00296102506
24445	0.002959512448
24450	0.002958540319
24455	0.002956602724
24460	0.002955532124
24465	0.002953987675
24470	0.002952524854
24475	0.002951053148
24480	0.002949598286
24485	0.002948207467
24490	0.002947065234
24495	0.002945751601
24500	0.002944344864
24505	0.002942888522
24510	0.002941943787
24515	0.002940627747
24520	0.002939311338
24525	0.002938267206
24530	0.002936706469
24535	0.002935616248
24540	0.002934803487
24545	0.00293390188
24550	0.002933073941
24555	0.002931560218
